report_id,wellbore_id,pdf_name,page_number,row_index,Start Depth mMD,End Depth mMD,Start Depth TVD,End Depth TVD,Shows Description,Lithology Description,Start Depth mTVD,End Depth mTVD
692,15/9-F-12,15_9_F_12_2007_08_24.pdf,2,1,3183,3280.5,,,,Sandstone grading to siltstone with minor limestone and coa l,2904.5,2962.5
692,15/9-F-12,15_9_F_12_2007_08_24.pdf,2,2,3280.5,3338,,,,Sandstones with thin claystones,2962.5,2996.1
692,15/9-F-12,15_9_F_12_2007_08_24.pdf,2,3,3338,3499,,,,Sandstone/siltstone with Claystone,2996.1,3093.9
693,15/9-F-12,15_9_F_12_2007_08_25.pdf,2,1,3499,3520,,,,Sandstone/siltstone with Limestone and traces of Claystone,3093.9,3107.5
812,15/9-F-14,15_9_F_14_2008_05_12.pdf,2,1,1090,1190,,,,Claystone with traces of sand,,
812,15/9-F-14,15_9_F_14_2008_05_12.pdf,2,2,1190,1240,,,,Claystone with traces of limestone and sandstone,,
812,15/9-F-14,15_9_F_14_2008_05_12.pdf,2,3,1240,1260,,,,Sandstone with traces of claystone,,
813,15/9-F-14,15_9_F_14_2008_05_13.pdf,2,1,1270,1300,,,,Claystone,,
813,15/9-F-14,15_9_F_14_2008_05_13.pdf,2,2,1310,1330,,,,Claystone with minor sandstone,,
813,15/9-F-14,15_9_F_14_2008_05_13.pdf,2,3,1340,1480,,,,Claystone with traces of sandstone,,
813,15/9-F-14,15_9_F_14_2008_05_13.pdf,2,4,1490,1680,,,,Claystone with minor sandstone and limestone,,
814,15/9-F-14,15_9_F_14_2008_05_14.pdf,2,1,1680,1860,,,,Claystone with minor sandstone and traces of limestone,,
814,15/9-F-14,15_9_F_14_2008_05_14.pdf,2,2,1870,1970,,,,Claystone with minor limestone and traces of sandstone,,
814,15/9-F-14,15_9_F_14_2008_05_14.pdf,2,3,1980,2130,,,,Claystone with minor sandstone and interbedded limestone,,
814,15/9-F-14,15_9_F_14_2008_05_14.pdf,2,4,2140,2190,,,,Sandstone with interbedded claystone and limestone trace s,,
815,15/9-F-14,15_9_F_14_2008_05_15.pdf,2,1,20,2220,,,,Sandstone with minor clayston e,,
815,15/9-F-14,15_9_F_14_2008_05_15.pdf,2,2,2230,2280,,,,Claystone,,
842,15/9-F-14,15_9_F_14_2008_06_11.pdf,2,1,2788,2830,,,,Limestone,2732,2764
843,15/9-F-14,15_9_F_14_2008_06_12.pdf,2,1,2830,2880,,,,Limestone,2763,2797
843,15/9-F-14,15_9_F_14_2008_06_12.pdf,2,2,2880,2978,,,,Limestone grading to Marl,2797,2850.5
843,15/9-F-14,15_9_F_14_2008_06_12.pdf,2,3,2978,2994,,,,Carbonaceous claystone with minor limesto ne stringers,2850.5,2857.5
843,15/9-F-14,15_9_F_14_2008_06_12.pdf,2,4,2994,3000.5,,,,Siltstone with sandstone,2857.5,2862.3
843,15/9-F-14,15_9_F_14_2008_06_12.pdf,2,5,3000,3066,,,"Good SHOW: pchy (60-80%) mod-bri gn/yel/wh dir fluor, bri bri wh slo strmg and inst cut fluor, no vis cut, thin pl yel fluor res, nil-pl brn vis res",,0,0
843,15/9-F-14,15_9_F_14_2008_06_12.pdf,2,6,3000.5,3070,,,,Sandstone with minor siltstone and clayston e,2862.3,2888.1
844,15/9-F-14,15_9_F_14_2008_06_13.pdf,2,1,3070,3216,,,,"Sandstone with traces of limestone, claystone and rare ly coal",2888.1,2927.5
844,15/9-F-14,15_9_F_14_2008_06_13.pdf,2,2,3070,30,,,"pchy(60-80%) bri gn/wh dir fluor, inst-slo strmg bri gn/wh cut fluor, no vis cut, pl gn/wh fluor re s, no vis res",,0,0
844,15/9-F-14,15_9_F_14_2008_06_13.pdf,2,3,3216,3318,,,,Sandstone with traces of coal and claystone,2927.5,2943.4
845,15/9-F-14,15_9_F_14_2008_06_14.pdf,2,1,30,3612,,,"Pchy (40-70%) mod wh gn dir fluor,v slomod gn/wh strmg cut fluor, no vis cut, pl gn/wh fluor res, n o vis res",,0,0
845,15/9-F-14,15_9_F_14_2008_06_14.pdf,2,2,3318,3612,,,,"Sandstones with traces of coal, and locally, clayst one",2943.4,3066.4
846,15/9-F-14,15_9_F_14_2008_06_15.pdf,2,1,3612,3666,,,"Pchy (30-70%) mod wh gn dir fluor,v slomod gn/wh strmg cut fluor, no vis cut, pl gn/wh fluor res, no vis res. Show be comes very weak at 3666m and absent below.",,0,0
846,15/9-F-14,15_9_F_14_2008_06_15.pdf,2,2,3612,3680,,,,Sandstone with traces of coal,3066.4,3113.6
846,15/9-F-14,15_9_F_14_2008_06_15.pdf,2,3,3666,3750,,,No shows,,0,0
846,15/9-F-14,15_9_F_14_2008_06_15.pdf,2,4,3680,3750,,,,"Sandstone interbedded with siltstone, clayston e and traces of coal",3113.6,3158.5
990,15/9-F-15 A,15_9_F_15_A_2008_12_13.pdf,2,1,1735,1801,,,,Claystone with Dolomite stringers,1676.6,1738.7
991,15/9-F-15 A,15_9_F_15_A_2008_12_14.pdf,2,1,1801,2034,,,,Claystones with Dolomite stringers,1738.7,1945.5
991,15/9-F-15 A,15_9_F_15_A_2008_12_14.pdf,2,2,2034,2097,,,,Claystones with Dolomite stringers,1945.5,2001.6
992,15/9-F-15 A,15_9_F_15_A_2008_12_15.pdf,2,1,2097,2205,,,,Claystone with Dolomite stringers,2001.6,2099.4
992,15/9-F-15 A,15_9_F_15_A_2008_12_15.pdf,2,2,2097,2440,,,No shows,,0,0
992,15/9-F-15 A,15_9_F_15_A_2008_12_15.pdf,2,3,2205,2330,,,,Sandstone and Claystone,2099.4,2213
992,15/9-F-15 A,15_9_F_15_A_2008_12_15.pdf,2,4,2330,2385,,,,Claystones with traces of Tuff,2213.4,2263.2
992,15/9-F-15 A,15_9_F_15_A_2008_12_15.pdf,2,5,2385,2457,,,,"Claystone, Tuff and minor Dolomite",2213.4,2328
992,15/9-F-15 A,15_9_F_15_A_2008_12_15.pdf,2,6,2457,2474,,,,Tuffaceous shales and siltstone,2328,2345
993,15/9-F-15 A,15_9_F_15_A_2008_12_16.pdf,2,1,2474,2531,,,,"Shale, tuff and minor dolomite",2345,2391
993,15/9-F-15 A,15_9_F_15_A_2008_12_16.pdf,2,2,2531,2591,,,,"Shale, minor limestone and dolomite, silty bas e",2391,2441
