report_id,wellbore_id,pdf_name,tables_json
467,15/9-F-11 A,15_9_F_11_A_2013_05_18.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2624"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3302"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.07"", ""Reading"": ""estimated""}]}"
468,15/9-F-11 A,15_9_F_11_A_2013_05_20.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2624"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3376"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.13"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""3329.4"", ""Depth mTVD"": ""2817.8"", ""Inclination (dega)"": ""57.55"", ""Azimuth (dega)"": ""40.55"", ""Comment"": null}, {""Depth mMD"": ""3369.9"", ""Depth mTVD"": ""2840.8"", ""Inclination (dega)"": ""53.32"", ""Azimuth (dega)"": ""40.54"", ""Comment"": null}, {""Depth mMD"": ""3410.2"", ""Depth mTVD"": ""2865.8"", ""Inclination (dega)"": ""49.77"", ""Azimuth (dega)"": ""38.28"", ""Comment"": null}, {""Depth mMD"": ""3450.3"", ""Depth mTVD"": ""2892.2"", ""Inclination (dega)"": ""48.06"", ""Azimuth (dega)"": ""37.47"", ""Comment"": null}], ""Stratigraphic Information"": [{""Depth to Top of Formation mMD"": ""3350"", ""Depth to Top of Formation mTVD"": ""2829"", ""Description"": ""Blodøks Fm""}, {""Depth to Top of Formation mMD"": ""3398"", ""Depth to Top of Formation mTVD"": ""2858"", ""Description"": ""Hidra Fm""}, {""Depth to Top of Formation mMD"": ""3428"", ""Depth to Top of Formation mTVD"": ""2878"", ""Description"": ""Rødby Fm""}], ""Lithology Information"": [{""Start Depth mMD"": ""30"", ""End Depth mMD"": ""3360"", ""Start Depth mTVD"": ""2804"", ""End Depth mTVD"": ""2836.2"", ""Shows Description"": null, ""Lithology Description"": ""Limestone""}, {""Start Depth mMD"": ""3360"", ""End Depth mMD"": ""3420"", ""Start Depth mTVD"": ""2836.2"", ""End Depth mTVD"": ""2873.5"", ""Shows Description"": null, ""Lithology Description"": ""Limestone""}], ""Gas Reading Information"": [{""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3499"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""292.3"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": "".09"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""756"", ""C2 (ppm)"": ""23"", ""C3 (ppm)"": ""6"", ""IC4 (ppm)"": ""0"", ""IC5 (ppm)"": ""-999.99""}]}"
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2624"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3526"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.29"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3762"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.02"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""3490.7"", ""Depth mTVD"": ""2920"", ""Inclination (dega)"": ""44.78"", ""Azimuth (dega)"": ""38.77"", ""Comment"": null}, {""Depth mMD"": ""3531.1"", ""Depth mTVD"": ""2949.7"", ""Inclination (dega)"": ""40.65"", ""Azimuth (dega)"": ""38.36"", ""Comment"": null}, {""Depth mMD"": ""3571.7"", ""Depth mTVD"": ""2980.7"", ""Inclination (dega)"": ""39.98"", ""Azimuth (dega)"": ""38.78"", ""Comment"": null}, {""Depth mMD"": ""3611.1"", ""Depth mTVD"": ""3010.8"", ""Inclination (dega)"": ""40"", ""Azimuth (dega)"": ""39.49"", ""Comment"": null}, {""Depth mMD"": ""3652.3"", ""Depth mTVD"": ""3042.4"", ""Inclination (dega)"": ""40.03"", ""Azimuth (dega)"": ""39.03"", ""Comment"": null}, {""Depth mMD"": ""3692.3"", ""Depth mTVD"": ""3073.1"", ""Inclination (dega)"": ""39.89"", ""Azimuth (dega)"": ""38.16"", ""Comment"": null}, {""Depth mMD"": ""3732.8"", ""Depth mTVD"": ""3104.1"", ""Inclination (dega)"": ""39.93"", ""Azimuth (dega)"": ""38.19"", ""Comment"": null}, {""Depth mMD"": ""3749.1"", ""Depth mTVD"": ""3116.6"", ""Inclination (dega)"": ""39.98"", ""Azimuth (dega)"": ""38.48"", ""Comment"": null}, {""Depth mMD"": ""3762"", ""Depth mTVD"": ""3126.5"", ""Inclination (dega)"": ""40"", ""Azimuth (dega)"": ""38.7"", ""Comment"": null}], ""Stratigraphic Information"": [{""Depth to Top of Formation mMD"": ""3474"", ""Depth to Top of Formation mTVD"": ""2909"", ""Description"": ""Åsgard Fm""}, {""Depth to Top of Formation mMD"": ""3526"", ""Depth to Top of Formation mTVD"": ""2946"", ""Description"": ""Draupne Fm""}, {""Depth to Top of Formation mMD"": ""3575"", ""Depth to Top of Formation mTVD"": ""2983"", ""Description"": ""Heather Fm.""}, {""Depth to Top of Formation mMD"": ""3595"", ""Depth to Top of Formation mTVD"": ""2999"", ""Description"": ""Hugin Fm""}, {""Depth to Top of Formation mMD"": ""3712"", ""Depth to Top of Formation mTVD"": ""3089"", ""Description"": ""Sleipner Fm""}], ""Lithology Information"": [{""Start Depth mMD"": ""3420"", ""End Depth mMD"": ""3470"", ""Start Depth mTVD"": ""2873.5"", ""End Depth TVD"": null, ""Shows Description"": null, ""Lithology Description"": ""Limestone""}, {""Start Depth mMD"": ""3470"", ""End Depth mMD"": ""3526"", ""Start Depth mTVD"": null, ""End Depth TVD"": null, ""Shows Description"": null, ""Lithology Description"": ""Limestone/Marl""}, {""Start Depth mMD"": ""3526"", ""End Depth mMD"": ""3589"", ""Start Depth mTVD"": null, ""End Depth TVD"": null, ""Shows Description"": null, ""Lithology Description"": ""Claystone""}, {""Start Depth mMD"": ""3589"", ""End Depth mMD"": ""3712"", ""Start Depth mTVD"": null, ""End Depth TVD"": null, ""Shows Description"": null, ""Lithology Description"": ""Sandstone interbedded with minor Claystone and Siltstone""}, {""Start Depth mMD"": ""3712"", ""End Depth mMD"": ""3762"", ""Start Depth mTVD"": null, ""End Depth TVD"": null, ""Shows Description"": null, ""Lithology Description"": ""Silty Sandstone interbedded with minor Claystone""}], ""Gas Reading Information"": [{""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3499"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""2925.4"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": "".09"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""756"", ""C2 (ppm)"": ""23"", ""C3 (ppm)"": ""6"", ""IC4 (ppm)"": ""0"", ""IC5 (ppm)"": ""0""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3549"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""2962.6"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""1.81"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""17722"", ""C2 (ppm)"": ""737"", ""C3 (ppm)"": ""182"", ""IC4 (ppm)"": ""12"", ""IC5 (ppm)"": ""5""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3603"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""3003.9"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""2.84"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""28228"", ""C2 (ppm)"": ""1433"", ""C3 (ppm)"": ""523"", ""IC4 (ppm)"": ""37"", ""IC5 (ppm)"": ""18""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3623"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""3019.2"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""2.91"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""28739"", ""C2 (ppm)"": ""1462"", ""C3 (ppm)"": ""543"", ""IC4 (ppm)"": ""39"", ""IC5 (ppm)"": ""20""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3636"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""3029.1"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""2.97"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""29302"", ""C2 (ppm)"": ""1534"", ""C3 (ppm)"": ""593"", ""IC4 (ppm)"": ""4"", ""IC5 (ppm)"": ""24""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3646"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""3036.8"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""2.09"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""19078"", ""C2 (ppm)"": ""1052"", ""C3 (ppm)"": ""429"", ""IC4 (ppm)"": ""3"", ""IC5 (ppm)"": ""19""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3659"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""3046.8"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""2.87"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""27731"", ""C2 (ppm)"": ""1435"", ""C3 (ppm)"": ""582"", ""IC4 (ppm)"": ""46"", ""IC5 (ppm)"": ""27""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3681"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""3064.4"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""3.15"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""30264"", ""C2 (ppm)"": ""1549"", ""C3 (ppm)"": ""607"", ""IC4 (ppm)"": ""46"", ""IC5 (ppm)"": ""27""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""3693"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""3072.8"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""2.94"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""27706"", ""C2 (ppm)"": ""1499"", ""C3 (ppm)"": ""624"", ""IC4 (ppm)"": ""50"", ""IC5 (ppm)"": ""31""}]}"
470,15/9-F-11 A,15_9_F_11_A_2013_05_22.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2624"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3526"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.29"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3602.2"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.16"", ""Reading"": ""measured""}, {""Time"": ""00:00"", ""Depth mMD"": ""3671.1"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.14"", ""Reading"": ""measured""}, {""Time"": ""00:00"", ""Depth mMD"": ""3762"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.02"", ""Reading"": ""estimated""}]}"
471,15/9-F-11 A,15_9_F_11_A_2013_05_23.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2624"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3526"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.29"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3602.2"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.16"", ""Reading"": ""measured""}, {""Time"": ""00:00"", ""Depth mMD"": ""3762"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.02"", ""Reading"": ""estimated""}]}"
472,15/9-F-11 A,15_9_F_11_A_2013_05_24.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2624"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3526"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.29"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3602"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.16"", ""Reading"": ""measured""}, {""Time"": ""00:00"", ""Depth mMD"": ""3762"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.1"", ""Reading"": ""estimated""}], ""Log Information"": [{""Run No"": ""100"", ""Service Company"": ""Baker Hughes Inteq"", ""Depth Top mMD"": ""2586"", ""Depth Bottom mTVD"": ""3762"", ""Tool"": ""COP - OnTrak - ORD - CCN - TesTrak - SO U"", ""BHST (degC)"": ""-999.99""}]}"
473,15/9-F-11 A,15_9_F_11_A_2013_05_25.pdf,"{""Bit Record"": [{""Run No."": ""1"", ""Bit Size"": ""8.5 in"", ""Bit Type"": ""TD406X"", ""IADC Code"": null, ""Manufacturer"": ""Hughes Christense n"", ""Hrs Drilled"": ""58"", ""Start mMD"": ""2586"", ""End mMD"": ""2586"", ""Hole Made (last 24H)"": null, ""Hours Drilled (last 24H)"": null, ""Form ROP"": ""20.3"", ""Total ROP"": ""20.5"", ""Total Hole Made"": ""1176"", ""Total Hrs Drilled"": ""57.5""}]}"
474,15/9-F-11 A,15_9_F_11_A_2013_05_26.pdf,{}
475,15/9-F-11 A,15_9_F_11_A_2013_05_27.pdf,{}
476,15/9-F-11 A,15_9_F_11_A_2013_05_28.pdf,{}
477,15/9-F-11 A,15_9_F_11_A_2013_05_29.pdf,"{""Bit Record"": [{""Run No."": ""2"", ""Bit Size"": ""12.25 in"", ""Bit Type"": ""QD507X"", ""IADC Code"": ""M423"", ""Manufacturer"": ""Hughes Christense n"", ""Hrs Drilled"": ""10.4"", ""Start mMD"": ""2585"", ""End mMD"": ""2585"", ""Hole Made (last 24H)"": null, ""Hours Drilled (last 24H)"": null, ""Form ROP"": ""19.4"", ""Total ROP"": ""18.5"", ""Total Hole Made"": ""264"", ""Total Hrs Drilled"": ""14.3""}]}"
478,15/9-F-11 B,15_9_F_11_B_2013_05_29.pdf,"{""Survey Station"": [{""Depth mMD"": ""2603.3"", ""Depth mTVD"": ""2466.6"", ""Inclination (dega)"": ""38.69"", ""Azimuth (dega)"": ""72.5"", ""Comment"": null}, {""Depth mMD"": ""2643.4"", ""Depth mTVD"": ""2497.3"", ""Inclination (dega)"": ""41.55"", ""Azimuth (dega)"": ""75.42"", ""Comment"": null}]}"
479,15/9-F-11 B,15_9_F_11_B_2013_05_30.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""2917"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""2805.2"", ""Depth mTVD"": ""2599.5"", ""Inclination (dega)"": ""59.75"", ""Azimuth (dega)"": ""75.82"", ""Comment"": null}, {""Depth mMD"": ""2844.7"", ""Depth mTVD"": ""2618.4"", ""Inclination (dega)"": ""63.05"", ""Azimuth (dega)"": ""73.92"", ""Comment"": null}, {""Depth mMD"": ""2885.6"", ""Depth mTVD"": ""2637"", ""Inclination (dega)"": ""62.97"", ""Azimuth (dega)"": ""73.91"", ""Comment"": null}, {""Depth mMD"": ""2917"", ""Depth mTVD"": ""2651.4"", ""Inclination (dega)"": ""62.3"", ""Azimuth (dega)"": ""75.5"", ""Comment"": null}], ""Log Information"": [{""Run No"": ""100"", ""Service Company"": ""Baker Hughes Inteq"", ""Depth Top mMD"": ""2575"", ""Depth Bottom mTVD"": ""2917"", ""Tool"": ""AutoTrak - COP - OnTrak"", ""BHST (degC)"": ""-999.99""}], ""Lithology Information"": [{""Start Depth mMD"": ""2845"", ""End Depth mMD"": ""2917"", ""Start Depth mTVD"": ""2619"", ""End Depth mTVD"": ""2676"", ""Shows Description"": null, ""Lithology Description"": ""Limestone with minor Marl (Tor Formation )""}]}"
480,15/9-F-11 B,15_9_F_11_B_2013_05_31.pdf,"{""Bit Record"": [{""Run No."": ""1"", ""Bit Size"": ""12.25 in"", ""Bit Type"": ""QD507X"", ""IADC Code"": ""M423"", ""Manufacturer"": ""Hughes Christense n"", ""Hrs Drilled"": ""25.1"", ""Start mMD"": ""2585"", ""End mMD"": ""2585"", ""Hole Made (last 24H)"": null, ""Hours Drilled (last 24H)"": null, ""Form ROP"": ""13.2"", ""Total ROP"": ""13.4"", ""Total Hole Made"": ""389"", ""Total Hrs Drilled"": ""29""}], ""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3103"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""2925.8"", ""Depth mTVD"": ""2655.6"", ""Inclination (dega)"": ""61.95"", ""Azimuth (dega)"": ""79.05"", ""Comment"": null}, {""Depth mMD"": ""2966.3"", ""Depth mTVD"": ""2674.7"", ""Inclination (dega)"": ""61.79"", ""Azimuth (dega)"": ""84.11"", ""Comment"": null}, {""Depth mMD"": ""3005.3"", ""Depth mTVD"": ""2693.1"", ""Inclination (dega)"": ""61.93"", ""Azimuth (dega)"": ""86.52"", ""Comment"": null}, {""Depth mMD"": ""3045.9"", ""Depth mTVD"": ""2712.2"", ""Inclination (dega)"": ""61.86"", ""Azimuth (dega)"": ""90.52"", ""Comment"": null}, {""Depth mMD"": ""3086.2"", ""Depth mTVD"": ""2731.2"", ""Inclination (dega)"": ""62.08"", ""Azimuth (dega)"": ""93.76"", ""Comment"": null}], ""Lithology Information"": [{""Start Depth mMD"": ""2917"", ""End Depth mMD"": ""3025"", ""Start Depth mTVD"": ""2651"", ""End Depth mTVD"": ""2702"", ""Shows Description"": null, ""Lithology Description"": ""Limestone with minor Marl (Tor Formation )""}, {""Start Depth mMD"": ""3025"", ""End Depth mMD"": ""3103"", ""Start Depth mTVD"": ""2702"", ""End Depth mTVD"": ""2739"", ""Shows Description"": null, ""Lithology Description"": ""Limestone with minor Marl (Tor Formation )""}]}"
481,15/9-F-11 B,15_9_F_11_B_2013_06_01.pdf,"{""Bit Record"": [{""Run No."": ""2"", ""Bit Size"": ""12.25 in"", ""Bit Type"": ""DP605"", ""IADC Code"": ""M323"", ""Manufacturer"": ""Hughes Christense n"", ""Hrs Drilled"": ""10.1"", ""Start mMD"": ""2917"", ""End mMD"": ""2917"", ""Hole Made (last 24H)"": null, ""Hours Drilled (last 24H)"": null, ""Form ROP"": ""27.7"", ""Total ROP"": ""27.7"", ""Total Hole Made"": ""280"", ""Total Hrs Drilled"": ""10.1""}], ""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""2775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": "".87"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3197"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""3126.9"", ""Depth mTVD"": ""2750.3"", ""Inclination (dega)"": ""62.08"", ""Azimuth (dega)"": ""97.11"", ""Comment"": null}, {""Depth mMD"": ""3167.7"", ""Depth mTVD"": ""2769.2"", ""Inclination (dega)"": ""62.72"", ""Azimuth (dega)"": ""101.07"", ""Comment"": null}], ""Log Information"": [{""Run No"": ""101"", ""Service Company"": ""Baker Hughes Inteq"", ""Depth Top mMD"": ""2917"", ""Depth Bottom mTVD"": ""3197"", ""Tool"": ""AutoTrak - COP - OnTrak"", ""BHST (degC)"": ""-999.99""}], ""Stratigraphic Information"": [{""Depth to Top of Formation mMD"": ""2624"", ""Depth to Top of Formation mTVD"": ""2482"", ""Description"": ""Ty Fm""}, {""Depth to Top of Formation mMD"": ""2787"", ""Depth to Top of Formation mTVD"": ""2590"", ""Description"": ""Ekofisk Fm""}, {""Depth to Top of Formation mMD"": ""2823"", ""Depth to Top of Formation mTVD"": ""2608"", ""Description"": ""Tor Fm""}, {""Depth to Top of Formation mMD"": ""3090"", ""Depth to Top of Formation mTVD"": ""2733"", ""Description"": ""Hod Fm""}], ""Lithology Information"": [{""Start Depth mMD"": ""3103"", ""End Depth mMD"": ""3197"", ""Start Depth mTVD"": ""2739"", ""End Depth mTVD"": ""2782"", ""Shows Description"": null, ""Lithology Description"": ""Limestone with minor Marl""}]}"
482,15/9-F-11 B,15_9_F_11_B_2013_06_02.pdf,{}
483,15/9-F-11 B,15_9_F_11_B_2013_06_03.pdf,{}
484,15/9-F-11 B,15_9_F_11_B_2013_06_04.pdf,{}
485,15/9-F-11 B,15_9_F_11_B_2013_06_05.pdf,{}
486,15/9-F-11 B,15_9_F_11_B_2013_06_06.pdf,"{""Lithology Information"": [{""Start Depth mMD"": ""32453"", ""End Depth mMD"": ""35354"", ""Start Depth mTVD"": ""3453"", ""End Depth mTVD"": ""56354"", ""Shows Description"": null, ""Lithology Description"": ""fghjcgh""}]}"
487,15/9-F-11 B,15_9_F_11_B_2013_06_07.pdf,"{""Bit Record"": [{""Run No."": ""3"", ""Bit Size"": ""8.5 in"", ""Bit Type"": ""RC347"", ""IADC Code"": ""347"", ""Manufacturer"": ""Hughes Christense n"", ""Hrs Drilled"": ""0"", ""Start mMD"": ""3197"", ""End mMD"": ""3197"", ""Hole Made (last 24H)"": null, ""Hours Drilled (last 24H)"": null, ""Form ROP"": null, ""Total ROP"": ""30.7"", ""Total Hole Made"": ""46"", ""Total Hrs Drilled"": ""1.5""}], ""Stratigraphic Information"": [{""Depth to Top of Formation mMD"": ""3219"", ""Depth to Top of Formation mTVD"": ""2793"", ""Description"": ""Blodøks Fm""}, {""Depth to Top of Formation mMD"": ""3266"", ""Depth to Top of Formation mTVD"": ""2814.5"", ""Description"": ""Rødby Fm""}, {""Depth to Top of Formation mMD"": ""3268"", ""Depth to Top of Formation mTVD"": ""2815"", ""Description"": ""Hidra Fm""}]}"
488,15/9-F-11 B,15_9_F_11_B_2013_06_08.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3200"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.11"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""3271.1"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.18"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""3237.8"", ""Depth mTVD"": ""2801.8"", ""Inclination (dega)"": ""61.97"", ""Azimuth (dega)"": ""109.78"", ""Comment"": null}, {""Depth mMD"": ""3278.3"", ""Depth mTVD"": ""2819.7"", ""Inclination (dega)"": ""65.4"", ""Azimuth (dega)"": ""114.87"", ""Comment"": null}], ""Lithology Information"": [{""Start Depth mMD"": ""3200"", ""End Depth mMD"": ""3271"", ""Start Depth mTVD"": ""2783.9"", ""End Depth mTVD"": ""2817.3"", ""Shows Description"": null, ""Lithology Description"": ""Predominantly limestone locally grading to marl""}]}"
