report_id,wellbore_id,pdf_name,tables_json
174,15/9-19 BT2,15_9_19_BT2_1998_01_11.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.12"", ""Reading"": ""estimated""}], ""Log Information"": [{""Run No"": ""1"", ""Service Company"": ""Western Atlas"", ""Depth Top mMD"": ""2095"", ""Depth Bottom mTVD"": ""3198"", ""Tool"": ""MAC - GR - TTR M"", ""BHST (degC)"": ""-999.99""}]}"
175,15/9-19 BT2,15_9_19_BT2_1998_01_12.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.12"", ""Reading"": ""estimated""}], ""Log Information"": [{""Run No"": ""2"", ""Service Company"": ""Western Atlas"", ""Depth Top mMD"": ""2195"", ""Depth Bottom mTVD"": ""3200"", ""Tool"": ""VSP - G R"", ""BHST (degC)"": ""-999.99""}]}"
176,15/9-19 BT2,15_9_19_BT2_1998_01_13.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.12"", ""Reading"": ""estimated""}]}"
177,15/9-19 BT2,15_9_19_BT2_1998_01_14.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.12"", ""Reading"": ""estimated""}]}"
178,15/9-19 BT2,15_9_19_BT2_1998_01_15.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.12"", ""Reading"": ""estimated""}], ""Log Information"": [{""Run No"": ""3"", ""Service Company"": ""Western Atlas"", ""Depth Top mMD"": ""3175"", ""Depth Bottom mTVD"": ""4210"", ""Tool"": ""VSP - GR"", ""BHST (degC)"": ""-999.99""}, {""Run No"": ""4"", ""Service Company"": ""Western Atlas"", ""Depth Top mMD"": ""3180"", ""Depth Bottom mTVD"": ""4240"", ""Tool"": ""TTRM - DSL - ZDL - CND - MAC"", ""BHST (degC)"": ""-999.99""}]}"
179,15/9-19 BT2,15_9_19_BT2_1998_01_16.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.12"", ""Reading"": ""estimated""}]}"
180,15/9-19 BT2,15_9_19_BT2_1998_01_17.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.09"", ""Reading"": ""estimated""}], ""Log Information"": [{""Run No"": ""5"", ""Service Company"": ""Western Atlas"", ""Depth Top mMD"": ""3223"", ""Depth Bottom mTVD"": ""4200"", ""Tool"": ""FMT - G R"", ""BHST (degC)"": ""-999.99""}]}"
181,15/9-19 BT2,15_9_19_BT2_1998_01_18.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.09"", ""Reading"": ""estimated""}]}"
182,15/9-19 BT2,15_9_19_BT2_1998_01_19.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.09"", ""Reading"": ""estimated""}], ""Log Information"": [{""Run No"": ""6"", ""Service Company"": ""Western Atlas"", ""Depth Top mMD"": ""3770"", ""Depth Bottom mTVD"": ""4230"", ""Tool"": ""SWC - G R"", ""BHST (degC)"": ""-999.99""}]}"
183,15/9-19 BT2,15_9_19_BT2_1998_01_20.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.09"", ""Reading"": ""estimated""}]}"
184,15/9-19 BT2,15_9_19_BT2_1998_01_21.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.09"", ""Reading"": ""estimated""}]}"
185,15/9-19 BT2,15_9_19_BT2_1998_01_22.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.09"", ""Reading"": ""estimated""}]}"
186,15/9-19 BT2,15_9_19_BT2_1998_01_23.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""3775"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.3"", ""Reading"": ""estimated""}, {""Time"": ""00:00"", ""Depth mMD"": ""4250"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.09"", ""Reading"": ""estimated""}]}"
187,15/9-19 BT2,15_9_19_BT2_1998_01_24.pdf,{}
188,15/9-19 BT2,15_9_19_BT2_1998_01_25.pdf,{}
189,15/9-19 BT2,15_9_19_BT2_1998_01_26.pdf,{}
190,15/9-19 BT2,15_9_19_BT2_1998_01_27.pdf,{}
191,15/9-19 BT2,15_9_19_BT2_1998_01_28.pdf,{}
192,15/9-19 BT2,15_9_19_BT2_1998_01_29.pdf,{}
193,15/9-19 BT2,15_9_19_BT2_1998_01_30.pdf,{}
194,15/9-19 BT2,15_9_19_BT2_1998_01_31.pdf,{}
195,15/9-19 BT2,15_9_19_BT2_1998_02_01.pdf,{}
196,15/9-19 BT2,15_9_19_BT2_1998_02_02.pdf,{}
197,15/9-19 BT2,15_9_19_BT2_1998_02_03.pdf,{}
198,15/9-19 BT2,15_9_19_BT2_1998_02_04.pdf,{}
199,15/9-19 BT2,15_9_19_BT2_1998_02_05.pdf,{}
200,15/9-19 S,15_9_19_S_1992_09_09.pdf,{}
201,15/9-19 S,15_9_19_S_1992_09_10.pdf,{}
202,15/9-19 S,15_9_19_S_1992_09_11.pdf,{}
203,15/9-19 S,15_9_19_S_1992_09_12.pdf,{}
204,15/9-19 S,15_9_19_S_1992_09_13.pdf,{}
205,15/9-19 S,15_9_19_S_1992_09_14.pdf,{}
206,15/9-19 S,15_9_19_S_1992_09_15.pdf,{}
207,15/9-19 S,15_9_19_S_1992_09_16.pdf,{}
208,15/9-19 S,15_9_19_S_1992_09_17.pdf,{}
209,15/9-19 S,15_9_19_S_1992_09_18.pdf,"{""Survey Station"": [{""Depth mMD"": ""106"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": ""-999.99"", ""Azimuth (dega)"": ""-999.99"", ""Comment"": null}, {""Depth mMD"": ""120.4"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".2"", ""Azimuth (dega)"": ""96.18"", ""Comment"": null}, {""Depth mMD"": ""136.1"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".2"", ""Azimuth (dega)"": ""31.13"", ""Comment"": null}, {""Depth mMD"": ""163.1"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".1"", ""Azimuth (dega)"": ""333.63"", ""Comment"": null}]}"
210,15/9-19 S,15_9_19_S_1992_09_19.pdf,"{""Survey Station"": [{""Depth mMD"": ""192.9"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".15"", ""Azimuth (dega)"": ""170.16"", ""Comment"": null}, {""Depth mMD"": ""218.9"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".27"", ""Azimuth (dega)"": ""224.85"", ""Comment"": null}, {""Depth mMD"": ""247.9"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".18"", ""Azimuth (dega)"": ""302.43"", ""Comment"": null}, {""Depth mMD"": ""276.9"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".29"", ""Azimuth (dega)"": ""255.44"", ""Comment"": null}, {""Depth mMD"": ""305.6"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".54"", ""Azimuth (dega)"": ""283.64"", ""Comment"": null}, {""Depth mMD"": ""334.5"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".66"", ""Azimuth (dega)"": ""256.57"", ""Comment"": null}, {""Depth mMD"": ""364"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".52"", ""Azimuth (dega)"": ""243.84"", ""Comment"": null}, {""Depth mMD"": ""394.3"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".55"", ""Azimuth (dega)"": ""249.96"", ""Comment"": null}, {""Depth mMD"": ""421.3"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".36"", ""Azimuth (dega)"": ""216.89"", ""Comment"": null}, {""Depth mMD"": ""452.1"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".33"", ""Azimuth (dega)"": ""242.59"", ""Comment"": null}, {""Depth mMD"": ""482.2"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".57"", ""Azimuth (dega)"": ""195.38"", ""Comment"": null}, {""Depth mMD"": ""509.2"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".48"", ""Azimuth (dega)"": ""216.46"", ""Comment"": null}, {""Depth mMD"": ""536.6"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".52"", ""Azimuth (dega)"": ""179.29"", ""Comment"": null}]}"
211,15/9-19 S,15_9_19_S_1992_09_20.pdf,{}
212,15/9-19 S,15_9_19_S_1992_09_21.pdf,"{""Casing Liner Tubing"": [{""start_time"": null, ""end_time"": null, ""type_of_pipe"": ""Casing"", ""casing_type"": null, ""outside_diameter_in"": ""30"", ""inside_diameter_in"": null, ""weight_lbm_ft"": ""310"", ""grade"": ""B"", ""connection"": ""ST-2RB"", ""length_m"": ""62"", ""top_mmd"": ""104"", ""bottom_mmd"": ""166"", ""description"": null, ""comment"": null}]}"
213,15/9-19 S,15_9_19_S_1992_09_22.pdf,"{""Survey Station"": [{""Depth mMD"": ""198.5"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".4"", ""Azimuth (dega)"": ""327.39"", ""Comment"": null}, {""Depth mMD"": ""228"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".47"", ""Azimuth (dega)"": ""279.37"", ""Comment"": null}, {""Depth mMD"": ""258.2"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".18"", ""Azimuth (dega)"": ""43.83"", ""Comment"": null}]}"
214,15/9-19 S,15_9_19_S_1992_09_23.pdf,"{""Survey Station"": [{""Depth mMD"": ""286.2"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".63"", ""Azimuth (dega)"": ""269.35"", ""Comment"": null}, {""Depth mMD"": ""315.5"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".52"", ""Azimuth (dega)"": ""315.34"", ""Comment"": null}, {""Depth mMD"": ""345.8"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".84"", ""Azimuth (dega)"": ""277.36"", ""Comment"": null}, {""Depth mMD"": ""372.9"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".66"", ""Azimuth (dega)"": ""233.82"", ""Comment"": null}, {""Depth mMD"": ""400.1"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".27"", ""Azimuth (dega)"": ""261.28"", ""Comment"": null}, {""Depth mMD"": ""429.4"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".71"", ""Azimuth (dega)"": ""227.33"", ""Comment"": null}, {""Depth mMD"": ""458.4"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".7"", ""Azimuth (dega)"": ""194.52"", ""Comment"": null}, {""Depth mMD"": ""487.1"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".72"", ""Azimuth (dega)"": ""258.85"", ""Comment"": null}, {""Depth mMD"": ""516.4"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".4"", ""Azimuth (dega)"": ""248.4"", ""Comment"": null}, {""Depth mMD"": ""533.2"", ""Depth mTVD"": ""-999.99"", ""Inclination (dega)"": "".79"", ""Azimuth (dega)"": ""216.56"", ""Comment"": null}]}"
215,15/9-19 S,15_9_19_S_1992_09_24.pdf,{}
216,15/9-19 S,15_9_19_S_1992_09_25.pdf,"{""Casing Liner Tubing"": [{""start_time"": null, ""end_time"": null, ""type_of_pipe"": ""Casing"", ""casing_type"": null, ""outside_diameter_in"": ""20"", ""inside_diameter_in"": null, ""weight_lbm_ft"": ""133"", ""grade"": ""K-55"", ""connection"": ""RL-4S"", ""length_m"": ""428"", ""top_mmd"": ""103"", ""bottom_mmd"": ""531"", ""description"": null, ""comment"": null}]}"
217,15/9-19 S,15_9_19_S_1992_11_18.pdf,{}
218,15/9-19 S,15_9_19_S_1992_11_19.pdf,{}
219,15/9-19 S,15_9_19_S_1992_11_20.pdf,{}
220,15/9-19 S,15_9_19_S_1992_11_21.pdf,{}
221,15/9-19 S,15_9_19_S_1992_11_22.pdf,{}
222,15/9-19 S,15_9_19_S_1992_11_23.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""762"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""533.2"", ""Depth mTVD"": ""533.2"", ""Inclination (dega)"": "".79"", ""Azimuth (dega)"": ""216.56"", ""Comment"": null}, {""Depth mMD"": ""541.5"", ""Depth mTVD"": ""541.5"", ""Inclination (dega)"": "".2"", ""Azimuth (dega)"": ""159.5"", ""Comment"": null}, {""Depth mMD"": ""554.3"", ""Depth mTVD"": ""554.3"", ""Inclination (dega)"": "".5"", ""Azimuth (dega)"": ""238.7"", ""Comment"": null}, {""Depth mMD"": ""583.1"", ""Depth mTVD"": ""583.1"", ""Inclination (dega)"": ""2"", ""Azimuth (dega)"": ""279.1"", ""Comment"": null}, {""Depth mMD"": ""612.5"", ""Depth mTVD"": ""612.4"", ""Inclination (dega)"": ""4.7"", ""Azimuth (dega)"": ""289.4"", ""Comment"": null}, {""Depth mMD"": ""641.7"", ""Depth mTVD"": ""641.5"", ""Inclination (dega)"": ""6.7"", ""Azimuth (dega)"": ""288.5"", ""Comment"": null}, {""Depth mMD"": ""671.9"", ""Depth mTVD"": ""671.4"", ""Inclination (dega)"": ""9.1"", ""Azimuth (dega)"": ""287.1"", ""Comment"": null}, {""Depth mMD"": ""701.8"", ""Depth mTVD"": ""700.8"", ""Inclination (dega)"": ""11.2"", ""Azimuth (dega)"": ""290"", ""Comment"": null}, {""Depth mMD"": ""731.2"", ""Depth mTVD"": ""729.5"", ""Inclination (dega)"": ""13.4"", ""Azimuth (dega)"": ""285.6"", ""Comment"": null}], ""Lithology Information"": [{""Start Depth mMD"": ""547"", ""End Depth mMD"": ""690"", ""Start Depth mTVD"": ""547"", ""End Depth mTVD"": ""689.6"", ""Shows Description"": null, ""Lithology Description"": ""CLAYSTONE GRADINDG ARGILLACEOUS SILTSTONE""}, {""Start Depth mMD"": ""690"", ""End Depth mMD"": ""740"", ""Start Depth mTVD"": ""689.6"", ""End Depth mTVD"": ""739.3"", ""Shows Description"": null, ""Lithology Description"": ""CLAYSTONE""}], ""Gas Reading Information"": [{""Time"": ""00:00"", ""Class"": ""trip gas"", ""Depth to Top mMD"": ""547"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""547"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": "".49"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""-999.99"", ""C2 (ppm)"": ""-999.99"", ""C3 (ppm)"": ""-999.99"", ""IC4 (ppm)"": ""-999.99"", ""IC5 (ppm)"": ""-999.99""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""660"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""659.6"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""1"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""10136"", ""C2 (ppm)"": ""-999.99"", ""C3 (ppm)"": ""-999.99"", ""IC4 (ppm)"": ""-999.99"", ""IC5 (ppm)"": ""-999.99""}, {""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""667"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""666.6"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": ""1.6"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""15840"", ""C2 (ppm)"": ""-999.99"", ""C3 (ppm)"": ""-999.99"", ""IC4 (ppm)"": ""-999.99"", ""IC5 (ppm)"": ""-999.99""}]}"
223,15/9-19 S,15_9_19_S_1992_11_24.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""1117"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""1027"", ""Depth mTVD"": ""994.3"", ""Inclination (dega)"": ""36.7"", ""Azimuth (dega)"": ""283.7"", ""Comment"": null}, {""Depth mMD"": ""1055.6"", ""Depth mTVD"": ""1016.9"", ""Inclination (dega)"": ""38.5"", ""Azimuth (dega)"": ""285.51"", ""Comment"": null}, {""Depth mMD"": ""1084.1"", ""Depth mTVD"": ""1038.7"", ""Inclination (dega)"": ""41.9"", ""Azimuth (dega)"": ""283.62"", ""Comment"": null}, {""Depth mMD"": ""761.8"", ""Depth mTVD"": ""759.1"", ""Inclination (dega)"": ""17.1"", ""Azimuth (dega)"": ""288.7"", ""Comment"": null}, {""Depth mMD"": ""790.6"", ""Depth mTVD"": ""786.4"", ""Inclination (dega)"": ""20"", ""Azimuth (dega)"": ""288.8"", ""Comment"": null}, {""Depth mMD"": ""819.9"", ""Depth mTVD"": ""813.7"", ""Inclination (dega)"": ""22.5"", ""Azimuth (dega)"": ""288.6"", ""Comment"": null}, {""Depth mMD"": ""848.5"", ""Depth mTVD"": ""839.9"", ""Inclination (dega)"": ""24.5"", ""Azimuth (dega)"": ""287.7"", ""Comment"": null}, {""Depth mMD"": ""878.5"", ""Depth mTVD"": ""867.1"", ""Inclination (dega)"": ""25.6"", ""Azimuth (dega)"": ""289"", ""Comment"": null}, {""Depth mMD"": ""908.5"", ""Depth mTVD"": ""893.8"", ""Inclination (dega)"": ""28.1"", ""Azimuth (dega)"": ""287.2"", ""Comment"": null}, {""Depth mMD"": ""937.3"", ""Depth mTVD"": ""918.9"", ""Inclination (dega)"": ""30.6"", ""Azimuth (dega)"": ""287.1"", ""Comment"": null}, {""Depth mMD"": ""966.6"", ""Depth mTVD"": ""944"", ""Inclination (dega)"": ""31.6"", ""Azimuth (dega)"": ""287.1"", ""Comment"": null}, {""Depth mMD"": ""996.2"", ""Depth mTVD"": ""969"", ""Inclination (dega)"": ""33.2"", ""Azimuth (dega)"": ""284.77"", ""Comment"": null}], ""Lithology Information"": [{""Start Depth mMD"": ""740"", ""End Depth mMD"": ""847.5"", ""Start Depth mTVD"": ""739.3"", ""End Depth mTVD"": ""839"", ""Shows Description"": null, ""Lithology Description"": ""CLAYSTONE""}, {""Start Depth mMD"": ""847.5"", ""End Depth mMD"": ""10"", ""Start Depth mTVD"": ""839"", ""End Depth mTVD"": ""1050.5"", ""Shows Description"": null, ""Lithology Description"": ""SANDSTONE WITH MINOR CLAYSTONE BEDS""}], ""Gas Reading Information"": [{""Time"": ""00:00"", ""Class"": ""drilling gas pea k"", ""Depth to Top mMD"": ""772"", ""Depth to Bottom MD"": null, ""Depth to Top mTVD"": ""767.5"", ""Depth to Bottom TVD"": null, ""Highest Gas (%)"": "".55"", ""Lowest Gas ()"": null, ""C1 (ppm)"": ""50"", ""C2 (ppm)"": ""-999.99"", ""C3 (ppm)"": ""-999.99"", ""IC4 (ppm)"": ""-999.99"", ""IC5 (ppm)"": ""-999.99""}]}"
224,15/9-19 S,15_9_19_S_1992_11_25.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""1450"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""1112.8"", ""Depth mTVD"": ""1059.7"", ""Inclination (dega)"": ""44.2"", ""Azimuth (dega)"": ""285.9"", ""Comment"": null}, {""Depth mMD"": ""1141.9"", ""Depth mTVD"": ""1079.9"", ""Inclination (dega)"": ""47.5"", ""Azimuth (dega)"": ""285.36"", ""Comment"": null}, {""Depth mMD"": ""1171.4"", ""Depth mTVD"": ""1099.2"", ""Inclination (dega)"": ""50.8"", ""Azimuth (dega)"": ""285"", ""Comment"": null}, {""Depth mMD"": ""1200.7"", ""Depth mTVD"": ""1117.2"", ""Inclination (dega)"": ""53.7"", ""Azimuth (dega)"": ""286.1"", ""Comment"": null}, {""Depth mMD"": ""1230.3"", ""Depth mTVD"": ""1134"", ""Inclination (dega)"": ""56.7"", ""Azimuth (dega)"": ""286.5"", ""Comment"": null}, {""Depth mMD"": ""1259.7"", ""Depth mTVD"": ""1150"", ""Inclination (dega)"": ""57.7"", ""Azimuth (dega)"": ""286"", ""Comment"": null}, {""Depth mMD"": ""1288.8"", ""Depth mTVD"": ""1165.3"", ""Inclination (dega)"": ""58.7"", ""Azimuth (dega)"": ""285.7"", ""Comment"": null}, {""Depth mMD"": ""1317"", ""Depth mTVD"": ""1179.9"", ""Inclination (dega)"": ""59.1"", ""Azimuth (dega)"": ""285"", ""Comment"": null}, {""Depth mMD"": ""1347.4"", ""Depth mTVD"": ""1195.8"", ""Inclination (dega)"": ""57.9"", ""Azimuth (dega)"": ""285.3"", ""Comment"": null}, {""Depth mMD"": ""1376"", ""Depth mTVD"": ""1211.3"", ""Inclination (dega)"": ""56.4"", ""Azimuth (dega)"": ""285.3"", ""Comment"": null}, {""Depth mMD"": ""1406"", ""Depth mTVD"": ""1228"", ""Inclination (dega)"": ""55.8"", ""Azimuth (dega)"": ""286.1"", ""Comment"": null}, {""Depth mMD"": ""1435.9"", ""Depth mTVD"": ""1244.4"", ""Inclination (dega)"": ""57.5"", ""Azimuth (dega)"": ""285.6"", ""Comment"": null}], ""Lithology Information"": [{""Start Depth mMD"": ""10"", ""End Depth mMD"": ""1106"", ""Start Depth mTVD"": ""1050.5"", ""End Depth mTVD"": ""1054.8"", ""Shows Description"": null, ""Lithology Description"": ""SANDSTONE""}, {""Start Depth mMD"": ""1106"", ""End Depth mMD"": ""1313"", ""Start Depth mTVD"": ""1054.8"", ""End Depth mTVD"": ""1177.8"", ""Shows Description"": null, ""Lithology Description"": ""CLAYSTONE WITH RARE LIMESTONE""}, {""Start Depth mMD"": ""1313"", ""End Depth mMD"": ""1430"", ""Start Depth mTVD"": ""1177.8"", ""End Depth mTVD"": ""1241.5"", ""Shows Description"": null, ""Lithology Description"": ""SANDSTONE WITH RARE SILTY CLAYSTONE BEDS SANDSTONE HAS STRONG CALC CMT I/P. (GRADING TO ARENACEO US LIMESTONE)""}]}"
225,15/9-19 S,15_9_19_S_1992_11_26.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""1490"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Survey Station"": [{""Depth mMD"": ""1467"", ""Depth mTVD"": ""1260.9"", ""Inclination (dega)"": ""58.7"", ""Azimuth (dega)"": ""285.6"", ""Comment"": null}], ""Lithology Information"": [{""Start Depth mMD"": ""1430"", ""End Depth mMD"": ""1450.5"", ""Start Depth mTVD"": ""1241.5"", ""End Depth mTVD"": ""1252.3"", ""Shows Description"": null, ""Lithology Description"": ""SANDSTONE WITH MINOR LIMESTONE AND CLAYSTONE""}, {""Start Depth mMD"": ""1450.5"", ""End Depth mMD"": ""1490"", ""Start Depth mTVD"": ""1252.3"", ""End Depth mTVD"": ""1272.8"", ""Shows Description"": null, ""Lithology Description"": ""CLAYSTONE WITH RARE LIMESTONE""}]}"
226,15/9-19 S,15_9_19_S_1992_11_27.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""1490"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}]}"
227,15/9-19 S,15_9_19_S_1992_11_28.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""1490"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}], ""Casing Liner Tubing"": [{""start_time"": null, ""end_time"": null, ""type_of_pipe"": ""Casing"", ""casing_type"": null, ""outside_diameter_in"": ""13.375"", ""inside_diameter_in"": ""12.415"", ""weight_lbm_ft"": ""68"", ""grade"": ""N-80"", ""connection"": ""BTC API5B"", ""length_m"": ""1375.5"", ""top_mmd"": ""106.2"", ""bottom_mmd"": ""1481.7"", ""description"": null, ""comment"": null}]}"
228,15/9-19 S,15_9_19_S_1992_11_29.pdf,"{""Pore Pressure"": [{""Time"": ""00:00"", ""Depth mMD"": ""1490"", ""Depth TVD"": null, ""Equ Mud Weight (g/cm3)"": ""1.04"", ""Reading"": ""estimated""}]}"
