report_id,wellbore_id,pdf_name,page_number,row_index,Depth mMD,Depth mTVD,Inclination (dega),Azimuth (dega),Comment
264,15/9-19 ST2,15_9_19_ST2_1993_01_03.pdf,2,1,3058.2,2091.1,57.3,285,
264,15/9-19 ST2,15_9_19_ST2_1993_01_03.pdf,2,2,3084.4,2105.6,55.6,286.2,
264,15/9-19 ST2,15_9_19_ST2_1993_01_03.pdf,2,3,3105.5,2117.5,55.6,285.3,
266,15/9-19 ST2,15_9_19_ST2_1993_01_05.pdf,2,1,3143.5,2139.2,54.9,282.4,
267,15/9-19 ST2,15_9_19_ST2_1993_01_06.pdf,2,1,3170.3,2154.7,54.6,281.5,
269,15/9-19 ST2,15_9_19_ST2_1993_01_08.pdf,2,1,3191.6,2167.1,53.7,281.2,
269,15/9-19 ST2,15_9_19_ST2_1993_01_08.pdf,2,2,3224,2186.3,53.7,281.7,
269,15/9-19 ST2,15_9_19_ST2_1993_01_08.pdf,2,3,3250,2201.8,53,280.1,
269,15/9-19 ST2,15_9_19_ST2_1993_01_08.pdf,2,4,3276,2217.6,52.5,280.7,
270,15/9-19 ST2,15_9_19_ST2_1993_01_09.pdf,2,1,30,2232.1,53.1,278.6,
270,15/9-19 ST2,15_9_19_ST2_1993_01_09.pdf,2,2,3337,2254.4,52.8,278.3,
270,15/9-19 ST2,15_9_19_ST2_1993_01_09.pdf,2,3,3365,2271.4,52.5,278.6,
270,15/9-19 ST2,15_9_19_ST2_1993_01_09.pdf,2,4,3394,2289.1,52.1,279,
271,15/9-19 ST2,15_9_19_ST2_1993_01_10.pdf,2,1,3425,2308.3,51.6,278.7,
271,15/9-19 ST2,15_9_19_ST2_1993_01_10.pdf,2,2,3453,2325.7,51.4,279.3,
271,15/9-19 ST2,15_9_19_ST2_1993_01_10.pdf,2,3,3483,2344.4,51.2,279.3,
271,15/9-19 ST2,15_9_19_ST2_1993_01_10.pdf,2,4,3511,2362,50.9,277.8,
271,15/9-19 ST2,15_9_19_ST2_1993_01_10.pdf,2,5,3540,2380.4,50.5,278.4,
302,15/9-19 ST2,15_9_19_ST2_1993_02_26.pdf,2,1,3586,2404.6,51.21,278.25,
303,15/9-19 ST2,15_9_19_ST2_1993_02_27.pdf,2,1,3615,2422.5,52.4,278.2,
304,15/9-19 ST2,15_9_19_ST2_1993_02_28.pdf,2,1,3634,2433.8,54.2,278.3,
305,15/9-19 ST2,15_9_19_ST2_1993_03_01.pdf,2,1,3645,2440.2,55.1,278.7,
305,15/9-19 ST2,15_9_19_ST2_1993_03_01.pdf,2,2,3674,2456.6,56.1,277.7,
305,15/9-19 ST2,15_9_19_ST2_1993_03_01.pdf,2,3,3704,2473.6,54.9,274.9,
305,15/9-19 ST2,15_9_19_ST2_1993_03_01.pdf,2,4,3733,2490.5,53.9,272.4,
305,15/9-19 ST2,15_9_19_ST2_1993_03_01.pdf,2,5,3761,2507.4,52,270.2,
306,15/9-19 ST2,15_9_19_ST2_1993_03_02.pdf,2,1,3789,2524.8,50.9,270,
306,15/9-19 ST2,15_9_19_ST2_1993_03_02.pdf,2,2,3818,2543.3,50,270.2,
306,15/9-19 ST2,15_9_19_ST2_1993_03_02.pdf,2,3,3847,2562,49.7,268.9,
306,15/9-19 ST2,15_9_19_ST2_1993_03_02.pdf,2,4,3876,2580.7,49.8,268.5,
307,15/9-19 ST2,15_9_19_ST2_1993_03_03.pdf,2,1,3905,2599.3,50.2,268.9,
307,15/9-19 ST2,15_9_19_ST2_1993_03_03.pdf,2,2,3935,2618.6,50.1,268.7,
309,15/9-19 ST2,15_9_19_ST2_1993_03_05.pdf,2,1,3963,2636.5,50.2,268.4,
309,15/9-19 ST2,15_9_19_ST2_1993_03_05.pdf,2,2,3993,2655.8,49.7,268.4,
309,15/9-19 ST2,15_9_19_ST2_1993_03_05.pdf,2,3,4022,2674.7,49.1,268.6,
309,15/9-19 ST2,15_9_19_ST2_1993_03_05.pdf,2,4,4049,2692.5,48.3,268.5,
309,15/9-19 ST2,15_9_19_ST2_1993_03_05.pdf,2,5,4079,2712.6,47.7,267.9,
309,15/9-19 ST2,15_9_19_ST2_1993_03_05.pdf,2,6,4107,2731.5,47.1,268.9,
310,15/9-19 ST2,15_9_19_ST2_1993_03_06.pdf,2,1,4136,2751.5,46.1,267.7,
310,15/9-19 ST2,15_9_19_ST2_1993_03_06.pdf,2,2,4165,2771.8,44.8,268.1,
310,15/9-19 ST2,15_9_19_ST2_1993_03_06.pdf,2,3,4193,2791.9,43.7,267.8,
310,15/9-19 ST2,15_9_19_ST2_1993_03_06.pdf,2,4,4223,2813.7,42.6,267.9,
310,15/9-19 ST2,15_9_19_ST2_1993_03_06.pdf,2,5,4252,2835.2,41.8,267.6,
310,15/9-19 ST2,15_9_19_ST2_1993_03_06.pdf,2,6,4281,2857,40.8,267.2,
310,15/9-19 ST2,15_9_19_ST2_1993_03_06.pdf,2,7,4309,2878.3,40.2,267.2,
315,15/9-19 ST2,15_9_19_ST2_1993_03_11.pdf,2,1,4366,2922.1,39.58,266.98,
315,15/9-19 ST2,15_9_19_ST2_1993_03_11.pdf,2,2,4395,2944.4,39.65,266.76,
315,15/9-19 ST2,15_9_19_ST2_1993_03_11.pdf,2,3,4423,2966,39.98,265.72,
315,15/9-19 ST2,15_9_19_ST2_1993_03_11.pdf,2,4,4452,2988.1,40.33,265.81,
315,15/9-19 ST2,15_9_19_ST2_1993_03_11.pdf,2,5,4480,3009.4,40.62,265.67,
316,15/9-19 ST2,15_9_19_ST2_1993_03_12.pdf,2,1,4510,3032.1,40.92,264.86,
316,15/9-19 ST2,15_9_19_ST2_1993_03_12.pdf,2,2,4540,3054.8,41.16,265.37,
316,15/9-19 ST2,15_9_19_ST2_1993_03_12.pdf,2,3,4568,3075.8,41.51,264.47,
316,15/9-19 ST2,15_9_19_ST2_1993_03_12.pdf,2,4,4594,3095.2,41.61,265.01,
316,15/9-19 ST2,15_9_19_ST2_1993_03_12.pdf,2,5,4624,3117.6,41.8,264.88,
376,15/9-F-10,15_9_F_10_2009_04_07.pdf,2,1,156.5,156.5,.27,217.76,
376,15/9-F-10,15_9_F_10_2009_04_07.pdf,2,2,166.8,166.8,.17,192.64,
376,15/9-F-10,15_9_F_10_2009_04_07.pdf,2,3,176,176,.21,193.77,
376,15/9-F-10,15_9_F_10_2009_04_07.pdf,2,4,193.7,131.8,.15,131,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,1,150,150,.15,232.43,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,2,160,160,.13,185.89,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,3,170,170,.13,247.15,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,4,180,180,.18,237.15,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,5,190,190,.15,224.23,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,6,202,202,.22,231.74,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,7,210,210,.18,252.26,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,8,220,220,.14,285.63,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,9,230,230,.12,264.95,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,10,240,240,.17,254.96,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,11,250,250,.16,232.05,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,12,256.7,256.7,.1,238.5,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,13,266.9,266.9,.16,208.9,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,14,280,280,.35,212.33,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,15,320,320,.53,150.89,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,16,334.8,334.8,.79,140.78,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,17,351.8,351.8,2.11,122.59,
381,15/9-F-10,15_9_F_10_2009_04_12.pdf,2,18,360.2,360.2,2.55,121.01,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,1,371.2,371.2,2.99,118.37,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,2,387.1,387,3.68,118.37,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,3,401.1,401,4.38,116.26,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,4,414.2,414.1,4.81,117.76,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,5,427.8,427.6,4.99,114.15,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,6,440.2,440,4.99,116.44,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,7,454.8,454.5,5.72,118.37,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,8,468.1,467.7,6.03,115.65,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,9,480.9,480.5,6.46,115.74,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,10,494.8,494.3,6.81,114.5,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,11,508.6,508,7.07,113.8,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,12,521.7,521,7.33,113.19,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,13,536.6,535.7,8.03,114.94,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,14,549,548,8.72,112.83,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,15,561.3,560.2,9.33,115.47,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,16,602.1,600.3,11.7,115.82,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,17,642.1,639.3,13.07,116.96,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,18,683,679.1,13.85,121.36,
382,15/9-F-10,15_9_F_10_2009_04_13.pdf,2,19,709.5,704.8,14.31,122.38,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,1,1033.7,1011.8,19.08,114.57,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,2,1072.5,1048.2,20.43,111.21,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,3,1113.7,1086.7,22.08,119.48,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,4,1153.6,1123.4,24,123.79,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,5,1193.2,1159.2,26.58,121.81,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,6,749.5,743.5,15.44,126.13,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,7,789.4,781.8,17.41,128.7,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,8,830.5,820.6,20.64,127.08,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,9,871.3,858.6,21.84,123.28,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,10,911.8,896.5,19.87,122.17,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,11,952.7,935.1,18.4,122.87,
383,15/9-F-10,15_9_F_10_2009_04_14.pdf,2,12,993.3,973.6,18.98,118.21,
384,15/9-F-10,15_9_F_10_2009_04_15.pdf,2,1,1233.3,1194.7,28.79,118.8,
384,15/9-F-10,15_9_F_10_2009_04_15.pdf,2,2,1273.7,1229.7,31,118.14,
384,15/9-F-10,15_9_F_10_2009_04_15.pdf,2,3,1314.4,1265,28.73,118.71,
384,15/9-F-10,15_9_F_10_2009_04_15.pdf,2,4,1355.2,1301.1,27.17,119.64,
384,15/9-F-10,15_9_F_10_2009_04_15.pdf,2,5,1381.6,1324.5,27.47,120.39,
392,15/9-F-10,15_9_F_10_2009_04_23.pdf,2,1,1430.6,1367.9,27.95,118.95,
393,15/9-F-10,15_9_F_10_2009_04_24.pdf,2,1,1472.8,1404.6,27.19,118.74,
393,15/9-F-10,15_9_F_10_2009_04_24.pdf,2,2,1512.8,1440.9,26.83,118.26,
394,15/9-F-10,15_9_F_10_2009_04_25.pdf,2,1,1553.3,1477.2,26.43,117.32,
394,15/9-F-10,15_9_F_10_2009_04_25.pdf,2,2,1633.8,1549.5,25.65,116.79,
394,15/9-F-10,15_9_F_10_2009_04_25.pdf,2,3,1673.4,1585.3,25.27,116.46,
394,15/9-F-10,15_9_F_10_2009_04_25.pdf,2,4,1714.1,1621.9,26.25,116.02,
394,15/9-F-10,15_9_F_10_2009_04_25.pdf,2,5,1754.5,1657.7,28.6,117.2,
394,15/9-F-10,15_9_F_10_2009_04_25.pdf,2,6,1794.9,1692.9,30.38,118.73,
394,15/9-F-10,15_9_F_10_2009_04_25.pdf,2,7,1835.3,1727.5,32.07,120.84,
395,15/9-F-10,15_9_F_10_2009_04_26.pdf,2,1,1875.8,1761.3,34.57,123.43,
395,15/9-F-10,15_9_F_10_2009_04_26.pdf,2,2,1916,1793.9,37.32,125.83,
395,15/9-F-10,15_9_F_10_2009_04_26.pdf,2,3,2002.1,1859.1,44.04,127.68,
395,15/9-F-10,15_9_F_10_2009_04_26.pdf,2,4,2036.9,1884,44.79,127.31,
395,15/9-F-10,15_9_F_10_2009_04_26.pdf,2,5,2077.1,1912.5,44.92,126.13,
395,15/9-F-10,15_9_F_10_2009_04_26.pdf,2,6,2156.9,1968.9,45.08,125.02,
396,15/9-F-10,15_9_F_10_2009_04_27.pdf,2,1,2237.8,2026,45.02,124.92,
396,15/9-F-10,15_9_F_10_2009_04_27.pdf,2,2,2318.5,2083.1,45.05,124.26,
396,15/9-F-10,15_9_F_10_2009_04_27.pdf,2,3,2359.4,2111.9,45.04,124.04,
396,15/9-F-10,15_9_F_10_2009_04_27.pdf,2,4,2399.1,2140,44.98,124.64,
396,15/9-F-10,15_9_F_10_2009_04_27.pdf,2,5,2439.7,2168.7,45.08,125.23,
397,15/9-F-10,15_9_F_10_2009_04_28.pdf,2,1,2479.8,2197.1,44.68,125.28,
397,15/9-F-10,15_9_F_10_2009_04_28.pdf,2,2,2519.9,2225.6,44.74,124.88,
397,15/9-F-10,15_9_F_10_2009_04_28.pdf,2,3,2600.4,2282.9,44.53,126.09,
406,15/9-F-10,15_9_F_10_2009_05_07.pdf,2,1,2625.4,2300.8,44.18,126.28,
406,15/9-F-10,15_9_F_10_2009_05_07.pdf,2,2,2665.7,2329.5,44.88,125.57,
406,15/9-F-10,15_9_F_10_2009_05_07.pdf,2,3,2705.9,2357.9,45.37,126.06,
406,15/9-F-10,15_9_F_10_2009_05_07.pdf,2,4,2746.2,2386.1,45.78,126.69,
406,15/9-F-10,15_9_F_10_2009_05_07.pdf,2,5,2786.6,2414.1,46.68,126.08,
407,15/9-F-10,15_9_F_10_2009_05_08.pdf,2,1,2827.1,2441.7,47.37,126.78,
407,15/9-F-10,15_9_F_10_2009_05_08.pdf,2,2,2867,2467.8,50.97,125.56,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,1,2916.7,2498,54.14,124.5,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,2,2947.7,2515.6,56.47,123.94,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,3,2988.1,2537,59.76,123.25,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,4,3028.4,2556.4,62.56,121.73,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,5,3068.3,2573.7,65.91,121.12,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,6,3108.6,2589,69.51,120.26,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,7,3149.2,2602.3,72.22,120.17,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,8,3192.6,2615,73.84,119.84,
408,15/9-F-10,15_9_F_10_2009_05_09.pdf,2,9,3230.2,2624.6,76.5,120.17,
409,15/9-F-10,15_9_F_10_2009_05_10.pdf,2,1,3270.4,2633.4,78.35,119.88,
412,15/9-F-10,15_9_F_10_2009_05_13.pdf,2,1,3311.3,2640.7,80.89,120.36,
412,15/9-F-10,15_9_F_10_2009_05_13.pdf,2,2,3351.1,2646.1,83.52,121.19,
412,15/9-F-10,15_9_F_10_2009_05_13.pdf,2,3,3389.8,2649.8,85.52,121.43,
412,15/9-F-10,15_9_F_10_2009_05_13.pdf,2,4,3426.6,2652.7,85.4,121.89,
420,15/9-F-10,15_9_F_10_2009_05_21.pdf,2,1,3484.8,2657.2,85.77,122.97,
421,15/9-F-10,15_9_F_10_2009_05_22.pdf,2,1,3565.5,2663.1,85.77,123.79,
422,15/9-F-10,15_9_F_10_2009_05_23.pdf,2,1,3605.4,2666.1,85.85,123.97,
422,15/9-F-10,15_9_F_10_2009_05_23.pdf,2,2,3646.4,2669,85.79,123.69,
424,15/9-F-10,15_9_F_10_2009_05_25.pdf,2,1,3688,2672,85.91,122.41,
424,15/9-F-10,15_9_F_10_2009_05_25.pdf,2,2,3728.3,2677.8,86.2,119.37,
424,15/9-F-10,15_9_F_10_2009_05_25.pdf,2,3,3768.9,2677.8,85.37,119.94,
424,15/9-F-10,15_9_F_10_2009_05_25.pdf,2,4,3809.7,2681,85.57,120.88,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,1,3843,2638.6,85.56,122.62,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,2,3890.2,2687.3,85.54,123.89,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,3,3928.3,2690.3,85.45,124.71,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,4,3969.7,2693.6,85.33,125.47,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,5,4009.5,2696.8,85.54,126.31,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,6,4049.9,2700.1,85.02,127.2,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,7,4091.1,2703.2,86.28,125.6,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,8,4132.1,2705.9,86.08,118.05,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,9,4172.5,2709,85.25,113.91,
425,15/9-F-10,15_9_F_10_2009_05_26.pdf,2,10,4212.8,2712.2,85.63,119.43,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,1,4252.8,2715.3,85.54,123.01,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,2,4291.7,2718.2,85.85,128.42,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,3,4334.3,2721.3,85.82,131.37,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,4,4374.6,2724.2,86.06,131.14,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,5,4415.1,2726.9,86.05,131.5,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,6,4455.4,2729.7,86.17,131.51,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,7,4495.7,2732.1,86.83,131.74,
426,15/9-F-10,15_9_F_10_2009_05_27.pdf,2,8,4535.6,2734,87.71,131.8,
427,15/9-F-10,15_9_F_10_2009_05_28.pdf,2,1,4576.2,2736.4,85.71,131.07,
427,15/9-F-10,15_9_F_10_2009_05_28.pdf,2,2,4616.5,2739.4,85.65,131.64,
427,15/9-F-10,15_9_F_10_2009_05_28.pdf,2,3,4656.9,2742.4,85.71,132.19,
427,15/9-F-10,15_9_F_10_2009_05_28.pdf,2,4,4696.8,2745.9,84.25,131.74,
428,15/9-F-10,15_9_F_10_2009_05_29.pdf,2,1,4737.4,2750.5,82.81,130.52,
428,15/9-F-10,15_9_F_10_2009_05_29.pdf,2,2,4777.6,2756.2,80.87,130.2,
428,15/9-F-10,15_9_F_10_2009_05_29.pdf,2,3,4818,2763.8,77.41,129.45,
428,15/9-F-10,15_9_F_10_2009_05_29.pdf,2,4,4858.4,2774,73.57,129.36,
428,15/9-F-10,15_9_F_10_2009_05_29.pdf,2,5,4894.4,2785.4,69.4,129.21,
431,15/9-F-10,15_9_F_10_2009_06_01.pdf,2,1,4936.1,2793.2,64.3,129.21,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,1,4977.6,2813.1,58.44,130.74,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,2,5017.9,2835.3,54.86,131.27,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,3,5058.3,2858.7,54.24,131.85,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,4,5098.6,2882.1,54.66,131.86,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,5,5139,2905.5,54.49,132.53,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,6,5179.3,2928.9,54.59,131.33,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,7,5219.4,2952.2,54.66,130.59,
432,15/9-F-10,15_9_F_10_2009_06_02.pdf,2,8,5259.7,2975.6,54.14,131.17,
433,15/9-F-10,15_9_F_10_2009_06_03.pdf,2,1,5300.1,2999.1,54.61,130.13,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,1,0,0,0,0,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,2,145.9,145.9,0,0,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,3,147.6,147.6,.22,0,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,4,160.6,160.6,.07,0,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,5,169.3,169.3,.18,0,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,6,178.9,178.9,.07,0,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,7,184.6,184.6,.18,0,
448,15/9-F-11,15_9_F_11_2013_03_09.pdf,2,8,194.2,194.2,.1,0,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,1,167.7,167.7,.29,246.72,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,2,180,180,.2,214.07,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,3,193,193,.34,211.45,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,4,202,202,.26,233.95,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,5,208,208,.21,181.56,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,6,218,218,.25,195.59,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,7,228,228,.48,202.49,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,8,238.5,238.5,.49,217.49,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,9,251.3,251.3,.57,204.82,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,10,261.3,261.3,.6,167.13,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,11,263.5,263.5,.66,165.04,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,12,275.3,275.3,.56,208.46,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,13,278.3,278.3,.56,198.61,
459,15/9-F-11,15_9_F_11_2013_03_20.pdf,2,14,288.3,288.3,.49,195.01,
465,15/9-F-11 A,15_9_F_11_A_2013_05_16.pdf,2,1,2845.8,2640.9,53.64,49.59,
465,15/9-F-11 A,15_9_F_11_A_2013_05_16.pdf,2,2,2885.7,2663.6,57.14,47.72,
465,15/9-F-11 A,15_9_F_11_A_2013_05_16.pdf,2,3,2926.2,2683.9,62.55,46.62,
465,15/9-F-11 A,15_9_F_11_A_2013_05_16.pdf,2,4,2966.3,2700.8,67.71,45.5,
465,15/9-F-11 A,15_9_F_11_A_2013_05_16.pdf,2,5,3006.7,2714.5,72.54,43.49,
465,15/9-F-11 A,15_9_F_11_A_2013_05_16.pdf,2,6,3047,2725.8,75.01,41.48,
466,15/9-F-11 A,15_9_F_11_A_2013_05_17.pdf,2,1,3087.6,2736.4,74.71,39.61,
466,15/9-F-11 A,15_9_F_11_A_2013_05_17.pdf,2,2,3128,2746.9,75.02,40.02,
466,15/9-F-11 A,15_9_F_11_A_2013_05_17.pdf,2,3,3168.1,2757.3,75.05,41.07,
466,15/9-F-11 A,15_9_F_11_A_2013_05_17.pdf,2,4,3208.4,2768.7,72.06,41.84,
466,15/9-F-11 A,15_9_F_11_A_2013_05_17.pdf,2,5,3248.8,2782.6,67.68,41.55,
466,15/9-F-11 A,15_9_F_11_A_2013_05_17.pdf,2,6,3288.7,2799.1,63.3,40.68,
468,15/9-F-11 A,15_9_F_11_A_2013_05_20.pdf,2,1,3329.4,2817.8,57.55,40.55,
468,15/9-F-11 A,15_9_F_11_A_2013_05_20.pdf,2,2,3369.9,2840.8,53.32,40.54,
468,15/9-F-11 A,15_9_F_11_A_2013_05_20.pdf,2,3,3410.2,2865.8,49.77,38.28,
468,15/9-F-11 A,15_9_F_11_A_2013_05_20.pdf,2,4,3450.3,2892.2,48.06,37.47,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,1,3490.7,2920,44.78,38.77,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,2,3531.1,2949.7,40.65,38.36,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,3,3571.7,2980.7,39.98,38.78,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,4,3611.1,3010.8,40,39.49,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,5,3652.3,3042.4,40.03,39.03,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,6,3692.3,3073.1,39.89,38.16,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,7,3732.8,3104.1,39.93,38.19,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,8,3749.1,3116.6,39.98,38.48,
469,15/9-F-11 A,15_9_F_11_A_2013_05_21.pdf,2,9,3762,3126.5,40,38.7,
478,15/9-F-11 B,15_9_F_11_B_2013_05_29.pdf,1,1,2603.3,2466.6,38.69,72.5,
478,15/9-F-11 B,15_9_F_11_B_2013_05_29.pdf,1,2,2643.4,2497.3,41.55,75.42,
479,15/9-F-11 B,15_9_F_11_B_2013_05_30.pdf,2,1,2805.2,2599.5,59.75,75.82,
479,15/9-F-11 B,15_9_F_11_B_2013_05_30.pdf,2,2,2844.7,2618.4,63.05,73.92,
479,15/9-F-11 B,15_9_F_11_B_2013_05_30.pdf,2,3,2885.6,2637,62.97,73.91,
479,15/9-F-11 B,15_9_F_11_B_2013_05_30.pdf,2,4,2917,2651.4,62.3,75.5,
480,15/9-F-11 B,15_9_F_11_B_2013_05_31.pdf,2,1,2925.8,2655.6,61.95,79.05,
480,15/9-F-11 B,15_9_F_11_B_2013_05_31.pdf,2,2,2966.3,2674.7,61.79,84.11,
480,15/9-F-11 B,15_9_F_11_B_2013_05_31.pdf,2,3,3005.3,2693.1,61.93,86.52,
480,15/9-F-11 B,15_9_F_11_B_2013_05_31.pdf,2,4,3045.9,2712.2,61.86,90.52,
480,15/9-F-11 B,15_9_F_11_B_2013_05_31.pdf,2,5,3086.2,2731.2,62.08,93.76,
481,15/9-F-11 B,15_9_F_11_B_2013_06_01.pdf,2,1,3126.9,2750.3,62.08,97.11,
481,15/9-F-11 B,15_9_F_11_B_2013_06_01.pdf,2,2,3167.7,2769.2,62.72,101.07,
488,15/9-F-11 B,15_9_F_11_B_2013_06_08.pdf,2,1,3237.8,2801.8,61.97,109.78,
488,15/9-F-11 B,15_9_F_11_B_2013_06_08.pdf,2,2,3278.3,2819.7,65.4,114.87,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,1,3318.2,2835.1,69.26,117.69,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,2,3359.2,2849.3,70.23,118.16,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,3,3399.6,2862.5,71.72,120.86,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,4,3439.7,2875.2,71.3,125.12,
