report_id,wellbore_id,pdf_name,page_number,row_index,Depth mMD,Depth mTVD,Inclination (dega),Azimuth (dega),Comment
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,5,3480,2888,71.64,129.08,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,6,3520.5,2899.9,74.08,127.5,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,7,3561,2909.8,77.83,126.21,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,8,3601.4,2917,81.46,124.48,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,9,3641.3,2921.7,85.04,120.81,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,10,3681.7,2923.9,88.67,119.75,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,11,3721.9,2924.4,90.01,119.03,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,12,3762.1,2924.7,89.09,118.41,
489,15/9-F-11 B,15_9_F_11_B_2013_06_09.pdf,2,13,3802.4,2925.3,89.1,118.05,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,1,3842.7,2926.2,88.52,118.96,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,2,3884,2928.9,83.95,113.21,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,3,3924.5,2933.7,82.59,110.14,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,4,3964.4,2939.7,80.05,106.19,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,5,4004.8,2947.4,77.79,102.74,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,6,4044.9,2956.9,75.06,100.14,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,7,4085,2966.9,76.09,98.95,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,8,4124.9,2976.1,77.05,97,
490,15/9-F-11 B,15_9_F_11_B_2013_06_10.pdf,2,9,4165.4,2984.5,79.04,94.65,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,1,4205.7,2991.8,80.1,92.63,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,2,4245.9,2998.8,80.09,90.08,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,3,4286.4,3006.1,78.98,87.18,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,4,4327.3,3014.4,77.61,82.49,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,5,4367.6,3023.9,75.14,79.93,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,6,4408.3,3035.8,70.74,78.79,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,7,4448.3,3050.4,66.71,77.28,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,8,4488.3,3067.7,61.74,76.29,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,9,4528.6,3088.2,57.15,74.31,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,10,4569.2,3111.5,52.85,72.49,
491,15/9-F-11 B,15_9_F_11_B_2013_06_11.pdf,2,11,4609.2,3136.9,48.18,72.49,
493,15/9-F-11 B,15_9_F_11_B_2013_06_13.pdf,2,1,4649.9,3164.5,44.55,68.41,
493,15/9-F-11 B,15_9_F_11_B_2013_06_13.pdf,2,2,4690.3,3194.4,39.91,66.17,
493,15/9-F-11 B,15_9_F_11_B_2013_06_13.pdf,2,3,4730.3,3225.6,37.45,65.09,
493,15/9-F-11 B,15_9_F_11_B_2013_06_13.pdf,2,4,4757.1,3247,36.8,64.86,
493,15/9-F-11 B,15_9_F_11_B_2013_06_13.pdf,2,5,4770,3257.3,36.8,64.86,
568,15/9-F-11 T2,15_9_F_11_T2_2013_03_24.pdf,2,1,264,264,1.32,310.5,
568,15/9-F-11 T2,15_9_F_11_T2_2013_03_24.pdf,2,2,276.4,276.4,1.41,316.92,
568,15/9-F-11 T2,15_9_F_11_T2_2013_03_24.pdf,2,3,284.5,284.5,1.55,316.94,
568,15/9-F-11 T2,15_9_F_11_T2_2013_03_24.pdf,2,4,290.2,290.2,1.32,318.66,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,1,305,305,1.06,321.43,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,2,317,317,.98,327.19,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,3,332,332,1.08,321.81,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,4,344.7,344.7,1.07,325.46,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,5,358.2,358.2,1.13,318.4,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,6,371.7,371.7,1.16,320.72,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,7,385,385,1.4,317.81,
569,15/9-F-11 T2,15_9_F_11_T2_2013_03_25.pdf,2,8,398.2,398.2,1.78,319.73,
573,15/9-F-11 T2,15_9_F_11_T2_2013_03_29.pdf,2,1,426.7,426.6,2.55,313.14,
573,15/9-F-11 T2,15_9_F_11_T2_2013_03_29.pdf,2,2,444.6,444.5,2.46,316.3,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,1,485.3,485.2,2.46,319.47,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,2,522.7,522.6,2.57,319.82,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,3,563.1,562.9,2.48,325.09,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,4,603.5,603.3,2.57,324.39,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,5,644,643.8,1.68,292.15,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,6,651.9,651.6,1.5,280.95,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,7,692.4,692.1,2.45,266.71,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,8,732.9,732.5,5.45,240.45,
574,15/9-F-11 T2,15_9_F_11_T2_2013_03_30.pdf,2,9,773,772.3,8.06,234.01,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,1,1015.7,1010.4,10.71,273.81,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,2,1056.1,1050.1,10.6,275.02,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,3,1095.7,1088.9,12.58,287.17,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,4,813.2,812,11.55,238.43,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,5,853.8,851.6,12.87,251.76,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,6,894.2,891.1,12.46,260.17,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,7,934.5,930.5,10.59,261.74,
575,15/9-F-11 T2,15_9_F_11_T2_2013_03_31.pdf,2,8,967.6,963.1,10.64,266.13,
576,15/9-F-11 T2,15_9_F_11_T2_2013_04_01.pdf,1,1,1136.3,1128,17.73,292.51,
576,15/9-F-11 T2,15_9_F_11_T2_2013_04_01.pdf,1,2,1176.7,16,22.38,289.22,
576,15/9-F-11 T2,15_9_F_11_T2_2013_04_01.pdf,1,3,1209.5,1196.3,22.25,286.77,
576,15/9-F-11 T2,15_9_F_11_T2_2013_04_01.pdf,1,4,1256.5,1239.6,23.65,283.62,
576,15/9-F-11 T2,15_9_F_11_T2_2013_04_01.pdf,1,5,1298.2,1278.2,20.95,284.95,
576,15/9-F-11 T2,15_9_F_11_T2_2013_04_01.pdf,1,6,1338.7,1315.9,21.87,283.12,
576,15/9-F-11 T2,15_9_F_11_T2_2013_04_01.pdf,1,7,1344.3,1321.1,22.86,283.32,
590,15/9-F-11 T2,15_9_F_11_T2_2013_04_15.pdf,2,1,1385.2,1358.6,23.67,277.93,
590,15/9-F-11 T2,15_9_F_11_T2_2013_04_15.pdf,2,2,1427.2,1396.6,26.97,267.61,
590,15/9-F-11 T2,15_9_F_11_T2_2013_04_15.pdf,2,3,1467.5,1432.1,29.83,259.66,
590,15/9-F-11 T2,15_9_F_11_T2_2013_04_15.pdf,2,4,1486.2,1448.2,30.96,259.61,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,1,1507.5,1466.3,32.18,258.89,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,2,1548.1,1500.4,34.04,259.4,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,3,1588.6,1533.9,33.98,258.58,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,4,1628.6,1567,34.39,258.19,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,5,1668.7,1600.1,34.35,257.63,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,6,1709.3,1633.6,34.43,257.6,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,7,1750,1667.8,31.41,258.66,
592,15/9-F-11 T2,15_9_F_11_T2_2013_04_17.pdf,2,8,1764,1679.8,30.2,259.27,
593,15/9-F-11 T2,15_9_F_11_T2_2013_04_18.pdf,2,1,1790.3,1702.8,28.25,260.32,
594,15/9-F-11 T2,15_9_F_11_T2_2013_04_19.pdf,2,1,1830.4,1738.6,25.02,261.22,
594,15/9-F-11 T2,15_9_F_11_T2_2013_04_19.pdf,2,2,1870.6,1775.5,21.55,260.33,
594,15/9-F-11 T2,15_9_F_11_T2_2013_04_19.pdf,2,3,1910.9,1813.4,18.65,261.1,
594,15/9-F-11 T2,15_9_F_11_T2_2013_04_19.pdf,2,4,1950.9,1851.6,15.46,264.1,
595,15/9-F-11 T2,15_9_F_11_T2_2013_04_20.pdf,2,1,1992.1,1891.6,11.66,266.24,
595,15/9-F-11 T2,15_9_F_11_T2_2013_04_20.pdf,2,2,2032.4,1931.3,8.11,271.93,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,1,2072.5,1971.1,5.75,285.2,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,2,2095.2,1993.8,4.24,297.12,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,3,2112.8,2011.3,3.09,311.26,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,4,2134.7,2033.2,2.75,335,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,5,2152.9,2051.4,3.55,356.57,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,6,2193.1,2091.4,5.67,33.34,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,7,2234,2132,8.75,52.64,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,8,2274.3,2171.6,12.46,62.25,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,9,2314.3,2210.5,15.1,65.66,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,10,2355.2,2249.6,18.24,66.51,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,11,2395.5,2287.5,21.66,68.45,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,12,2435.6,2324.3,25.01,68.01,
596,15/9-F-11 T2,15_9_F_11_T2_2013_04_21.pdf,2,13,2475.9,2360.3,28.81,66.94,
597,15/9-F-11 T2,15_9_F_11_T2_2013_04_22.pdf,2,1,2516.2,2395.1,31.89,67.2,
597,15/9-F-11 T2,15_9_F_11_T2_2013_04_22.pdf,2,2,2556.4,2428.4,36,68.22,
597,15/9-F-11 T2,15_9_F_11_T2_2013_04_22.pdf,2,3,2559.5,2430.9,36.31,68.07,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,1,2612.2,2472,41.15,70.15,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,2,2651.9,2501,45.1,70.98,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,3,2692.1,2528.4,48.76,71.4,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,4,2732.3,2553.8,52.97,70.96,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,5,2773.1,2577.6,55.77,70.58,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,6,2813,2598.9,59.65,70.32,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,7,2853.6,2618.6,62.12,70.98,
604,15/9-F-11 T2,15_9_F_11_T2_2013_04_29.pdf,2,8,2894.2,2637.2,63.55,70.51,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,1,2934.5,2654.3,66.2,69.89,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,2,2974.8,2669.4,69.8,69.15,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,3,3015.4,2681.7,74.74,70.12,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,4,3055.8,2690.7,79.61,69.88,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,5,3096.2,2697.1,82.08,69.6,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,6,3136.5,2702.7,82.09,69.57,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,7,3176.8,2708.2,82.07,69.11,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,8,3217.1,2713.8,82.13,68.98,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,9,3257.3,2719.3,82.11,69.12,
605,15/9-F-11 T2,15_9_F_11_T2_2013_04_30.pdf,2,10,3297.8,2724.8,82.1,69.01,
606,15/9-F-11 T2,15_9_F_11_T2_2013_05_01.pdf,2,1,3338.8,2730.5,82.1,68.67,
606,15/9-F-11 T2,15_9_F_11_T2_2013_05_01.pdf,2,2,3379,2736,82.13,68.29,
606,15/9-F-11 T2,15_9_F_11_T2_2013_05_01.pdf,2,3,3419.4,2741.5,82.11,68.27,
606,15/9-F-11 T2,15_9_F_11_T2_2013_05_01.pdf,2,4,3458.9,2746.9,82.14,68.13,
606,15/9-F-11 T2,15_9_F_11_T2_2013_05_01.pdf,2,5,3499.2,2752.9,80.85,68.45,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,1,3539.7,2759.7,80.45,68.61,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,2,3580.4,2766.5,80.52,68.69,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,3,3620.8,2773.2,80.28,69.23,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,4,3661.3,2780,80.45,69.89,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,5,3701.5,2786.6,80.51,69.86,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,6,3741.5,2794.4,76.9,69.47,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,7,3782,2805,73.01,68.86,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,8,3822.5,2818,69.52,69.1,
607,15/9-F-11 T2,15_9_F_11_T2_2013_05_02.pdf,2,9,3863.1,2833.7,64.95,69.14,
608,15/9-F-11 T2,15_9_F_11_T2_2013_05_03.pdf,2,1,3903.4,2851.8,61.43,69.19,
608,15/9-F-11 T2,15_9_F_11_T2_2013_05_03.pdf,2,2,3943.4,2872.3,57.01,69.66,
608,15/9-F-11 T2,15_9_F_11_T2_2013_05_03.pdf,2,3,3983.5,2895.7,51.73,69.48,
608,15/9-F-11 T2,15_9_F_11_T2_2013_05_03.pdf,2,4,4023.9,2921.7,47.87,69.37,
608,15/9-F-11 T2,15_9_F_11_T2_2013_05_03.pdf,2,5,4064.1,2949.6,44.54,69.46,
608,15/9-F-11 T2,15_9_F_11_T2_2013_05_03.pdf,2,6,4104.7,2979.4,40.98,69.82,
608,15/9-F-11 T2,15_9_F_11_T2_2013_05_03.pdf,2,7,4145,3010.6,37.34,70.94,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,1,4185.2,3043.5,3,70.68,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,2,4225.4,3077.9,28.91,69.74,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,3,4265.4,3113.5,25.23,69.44,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,4,4305.8,3150.7,20.59,71.45,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,5,4346.1,3189,16.1,72.9,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,6,4386.3,3227.8,13.88,71.6,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,7,4426.9,3267.2,13.86,70.44,
609,15/9-F-11 T2,15_9_F_11_T2_2013_05_04.pdf,2,8,4467.3,3306.5,13.84,69.45,
610,15/9-F-11 T2,15_9_F_11_T2_2013_05_05.pdf,2,1,4507.9,3345.8,14.43,67.69,
610,15/9-F-11 T2,15_9_F_11_T2_2013_05_05.pdf,2,2,4547.6,3384.3,14.42,63.56,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,1,0,0,0,45,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,2,141.7,141.7,.35,248.65,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,3,154.9,154.9,.17,272.11,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,4,166.3,166.3,.28,186.86,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,5,183,183,.15,113.64,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,6,195.2,195.2,.15,195.09,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,7,207.4,207.4,.12,20.76,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,8,222.5,222.5,.09,153.9,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,9,235.7,235.7,.15,162.53,
622,15/9-F-12,15_9_F_12_2007_06_15.pdf,1,10,242.7,242.7,.13,137,
633,15/9-F-12,15_9_F_12_2007_06_26.pdf,2,1,320.9,320.9,.53,81.79,
633,15/9-F-12,15_9_F_12_2007_06_26.pdf,2,2,360.3,360.3,.47,80.36,
633,15/9-F-12,15_9_F_12_2007_06_26.pdf,2,3,400,400,.46,85.96,
633,15/9-F-12,15_9_F_12_2007_06_26.pdf,2,4,440.8,440.7,.52,89.81,
633,15/9-F-12,15_9_F_12_2007_06_26.pdf,2,5,481.6,481.6,.49,98.01,
633,15/9-F-12,15_9_F_12_2007_06_26.pdf,2,6,522.5,522.5,.53,99.53,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,1,154.9,154.9,.17,272.11,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,2,166.3,166.3,.28,186.82,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,3,183,183,.15,113.64,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,4,195.2,195.2,.15,195.09,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,5,207.4,207.4,.12,20.76,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,6,222.5,222.5,.09,153.9,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,7,235.7,235.7,.15,162.53,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,8,280.6,280.6,.24,80.07,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,9,320.9,320.9,.53,81.79,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,10,360.3,360.3,.47,80.36,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,11,400,400,.46,85.96,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,12,440.8,440.7,.52,89.81,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,13,481.6,481.6,.49,98.01,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,14,522.6,522.5,.53,99.53,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,15,563.4,563.4,.5,105.56,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,16,598.9,598.9,.45,102.7,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,17,642.3,642.3,.49,108.27,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,18,683.7,683.7,.46,122.78,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,19,723.3,723.2,.5,136.59,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,20,764.5,764.4,.59,127.45,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,21,805.3,805.3,.62,127.21,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,22,845.4,845.3,.61,132.06,
635,15/9-F-12,15_9_F_12_2007_06_28.pdf,2,23,885.9,885.8,.63,122.92,
636,15/9-F-12,15_9_F_12_2007_06_29.pdf,2,1,1006.3,1006.3,.53,62.27,
636,15/9-F-12,15_9_F_12_2007_06_29.pdf,2,2,1047.8,1047.8,.4,56.76,
636,15/9-F-12,15_9_F_12_2007_06_29.pdf,2,3,1088.2,1088.2,.38,97.58,
636,15/9-F-12,15_9_F_12_2007_06_29.pdf,2,4,1127.8,1127.8,.37,93.02,
636,15/9-F-12,15_9_F_12_2007_06_29.pdf,2,5,926.5,926.5,.27,100.65,
636,15/9-F-12,15_9_F_12_2007_06_29.pdf,2,6,965.8,965.8,1.05,104.59,
637,15/9-F-12,15_9_F_12_2007_06_30.pdf,2,1,1167.2,1167.2,.42,103.91,
637,15/9-F-12,15_9_F_12_2007_06_30.pdf,2,2,1208.6,1208.6,.26,77.43,
637,15/9-F-12,15_9_F_12_2007_06_30.pdf,2,3,1249.2,1249.1,.31,54.26,
637,15/9-F-12,15_9_F_12_2007_06_30.pdf,2,4,1288.9,1288.8,.22,50.57,
637,15/9-F-12,15_9_F_12_2007_06_30.pdf,2,5,1329.6,1329.5,.44,336,
638,15/9-F-12,15_9_F_12_2007_07_01.pdf,2,1,1249.2,1249.1,.31,54.26,
638,15/9-F-12,15_9_F_12_2007_07_01.pdf,2,2,1288.9,1288.8,.22,50.57,
638,15/9-F-12,15_9_F_12_2007_07_01.pdf,2,3,1329.6,1329.5,.44,336,
644,15/9-F-12,15_9_F_12_2007_07_07.pdf,2,1,311.2,311.2,.26,88.83,
644,15/9-F-12,15_9_F_12_2007_07_07.pdf,2,2,351.1,351.1,.35,79.19,
644,15/9-F-12,15_9_F_12_2007_07_07.pdf,2,3,392.3,392.3,.54,75.84,
644,15/9-F-12,15_9_F_12_2007_07_07.pdf,2,4,432.6,432.6,2.27,26.32,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,1,1036.9,1027.2,15.09,271.67,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,2,473.2,473.1,4.79,25.05,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,3,512.1,511.8,7.53,28.01,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,4,553.5,552.8,7.94,34.53,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,5,594.1,593.1,5.58,33.81,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,6,633.5,632.4,5.02,17.2,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,7,672.5,671.2,6.1,349.45,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,8,714.2,712.7,6.77,323.1,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,9,754.7,752.8,7.12,296.52,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,10,794.7,792.4,10.77,281.94,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,11,836.2,833,12.86,276.21,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,12,875.1,870.6,16.24,267.05,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,13,917.4,911.5,13.52,262.01,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,14,957.6,950.6,13.07,260.23,
645,15/9-F-12,15_9_F_12_2007_07_08.pdf,2,15,998.2,989.9,15.73,267.99,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,1,1078.2,1067.2,13.5,270.12,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,2,1118.1,1105.9,14.37,259.76,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,3,1157,1143.2,17.92,253.24,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,4,1198.1,1182,21.46,248.19,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,5,1238.8,1220.3,18.15,254.98,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,6,1274.8,1254.3,20.29,249.9,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,7,1314.5,1292,16.18,250.56,
646,15/9-F-12,15_9_F_12_2007_07_09.pdf,2,8,1344.7,1321.1,15.54,249.52,
659,15/9-F-12,15_9_F_12_2007_07_22.pdf,2,1,1393.6,1368,16.99,246.96,
659,15/9-F-12,15_9_F_12_2007_07_22.pdf,2,2,1407.3,1381,17.83,245.6,
660,15/9-F-12,15_9_F_12_2007_07_23.pdf,2,1,1446.8,1418.2,21.46,241.13,
660,15/9-F-12,15_9_F_12_2007_07_23.pdf,2,2,1485.5,1454.1,22.31,238.98,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,1,1525.8,1491.6,20.46,242.79,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,2,1568.2,1531.2,21.47,250.59,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,3,1608.1,1568.3,22.43,254.31,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,4,1648.4,1605.4,23.37,253.44,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,5,1689.1,1642.7,23.69,253.02,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,6,1728.5,1678.8,23.77,253.5,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,7,1770.6,1717.4,23.62,253.27,
661,15/9-F-12,15_9_F_12_2007_07_24.pdf,2,8,1810.1,1753.5,23.39,252.75,
662,15/9-F-12,15_9_F_12_2007_07_25.pdf,2,1,1850.7,1790.8,23.31,252.9,
662,15/9-F-12,15_9_F_12_2007_07_25.pdf,2,2,1891.6,1828.3,23.54,253.34,
662,15/9-F-12,15_9_F_12_2007_07_25.pdf,2,3,1932.2,1865.6,23.6,253.84,
662,15/9-F-12,15_9_F_12_2007_07_25.pdf,2,4,1970.3,1900.6,22.92,254.39,
662,15/9-F-12,15_9_F_12_2007_07_25.pdf,2,5,2011,1938.5,20.07,251.86,
662,15/9-F-12,15_9_F_12_2007_07_25.pdf,2,6,2051.1,1976.4,17.43,248.19,
662,15/9-F-12,15_9_F_12_2007_07_25.pdf,2,7,2091.5,2015.3,14.36,246.64,
663,15/9-F-12,15_9_F_12_2007_07_26.pdf,2,1,2132.1,2054.8,11.5,243.38,
663,15/9-F-12,15_9_F_12_2007_07_26.pdf,2,2,2172.8,2094.8,9.85,233.9,
663,15/9-F-12,15_9_F_12_2007_07_26.pdf,2,3,2213.4,2134.9,9.25,215.05,
