report_id,wellbore_id,pdf_name,page_number,row_index,Time,Class,Depth to Top mMD,Depth to Bottom MD,Depth to Top mTVD,Depth to Bottom TVD,Highest Gas (%),Lowest Gas (),C1 (ppm),C2 (ppm),C3 (ppm),IC4 (ppm),IC5 (ppm),Depth to Top TVD
3,15/9-19 A,15_9_19_A_1997_07_26.pdf,2,1,00:00,drilling gas pea k,2213,,1644,,.1,,800,10,-999.99,-999.99,-999.99,
7,15/9-19 A,15_9_19_A_1997_07_30.pdf,2,1,00:00,drilling gas pea k,2231,,1654.2,,.3,,1588,21,7,1,-999.99,
7,15/9-19 A,15_9_19_A_1997_07_30.pdf,2,2,00:00,drilling gas pea k,2237,,1657.3,,.37,,2812,26,21,1,-999.99,
7,15/9-19 A,15_9_19_A_1997_07_30.pdf,2,3,00:00,drilling gas pea k,2384,,1756.1,,.51,,3430,23,21,2,-999.99,
8,15/9-19 A,15_9_19_A_1997_07_31.pdf,2,1,00:00,drilling gas pea k,2712,,2025.4,,.34,,2494,30,12,2,-999.99,
9,15/9-19 A,15_9_19_A_1997_08_01.pdf,2,1,00:00,trip gas,2768,,2075.7,,.05,,280,15,2,-999.99,-999.99,
12,15/9-19 A,15_9_19_A_1997_08_04.pdf,2,1,00:00,connection ga s,2912,,,,1.01,,7304,72,23,2,-999.99,
12,15/9-19 A,15_9_19_A_1997_08_04.pdf,2,2,00:00,connection ga s,2942,,,,.83,,5763,38,2,2,-999.99,
12,15/9-19 A,15_9_19_A_1997_08_04.pdf,2,3,00:00,connection ga s,2970,,,,.69,,4742,146,30,2,-999.99,
13,15/9-19 A,15_9_19_A_1997_08_05.pdf,2,1,00:00,trip gas,20,,,,2.2,,16527,20,19,3,-999.99,
13,15/9-19 A,15_9_19_A_1997_08_05.pdf,2,2,00:00,connection ga s,3029,,,,.52,,2681,27,17,1,-999.99,
13,15/9-19 A,15_9_19_A_1997_08_05.pdf,2,3,00:00,trip gas,3057,,,,1.4,,60,741,18,3,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,1,00:00,connection ga s,3089,,,,.23,,1275,38,9,1,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,2,00:00,connection ga s,3116,,,,.2,,1180,29,4,-999.99,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,3,00:00,connection ga s,3146,,,,.18,,960,24,6,1,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,4,00:00,connection ga s,3175,,,,.8,,4366,121,42,1,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,5,00:00,connection ga s,3203,,,,1.5,,13600,105,28,1,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,6,00:00,connection ga s,3232,,,,1.07,,7191,258,46,3,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,7,00:00,connection ga s,3319,,,,.58,,4239,79,24,2,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,8,00:00,connection ga s,3349,,,,.15,,650,20,1,1,-999.99,
14,15/9-19 A,15_9_19_A_1997_08_06.pdf,2,9,00:00,connection ga s,3379,,,,1.36,,10024,43,284,7,-999.99,
15,15/9-19 A,15_9_19_A_1997_08_07.pdf,2,1,00:00,connection gas,3405,,,,1.52,,10418,4,41,3,-999.99,
15,15/9-19 A,15_9_19_A_1997_08_07.pdf,2,2,00:00,connection gas,3435,,,,1.17,,7028,1521,30,2,-999.99,
15,15/9-19 A,15_9_19_A_1997_08_07.pdf,2,3,00:00,connection gas,3464,,,,1.67,,12968,43,2,4,-999.99,
15,15/9-19 A,15_9_19_A_1997_08_07.pdf,2,4,00:00,drilling gas pea k,3466,,,,.75,,4795,43,18,2,-999.99,
15,15/9-19 A,15_9_19_A_1997_08_07.pdf,2,5,00:00,connection gas,3494,,,,1.32,,8246,38,31,2,-999.99,
15,15/9-19 A,15_9_19_A_1997_08_07.pdf,2,6,00:00,connection gas,3524,,,,.61,,4211,45,26,1,-999.99,
15,15/9-19 A,15_9_19_A_1997_08_07.pdf,2,7,00:00,connection gas,3552,,,,1.26,,8514,47,3,3,-999.99,
16,15/9-19 A,15_9_19_A_1997_08_08.pdf,2,1,00:00,connection ga s,3581,,,,1.34,,9654,169,53,4,-999.99,
16,15/9-19 A,15_9_19_A_1997_08_08.pdf,2,2,00:00,connection ga s,3632,,,,.68,,3100,68,1,3,-999.99,
17,15/9-19 A,15_9_19_A_1997_08_09.pdf,2,1,00:00,trip gas,3632,,2866,,3.08,,25386,1440,3,1,1,
17,15/9-19 A,15_9_19_A_1997_08_09.pdf,2,2,00:00,connection ga s,3637,,,,.59,,4511,41,30,1,-999.99,
18,15/9-19 A,15_9_19_A_1997_08_10.pdf,2,1,00:00,trip gas,3653,,,,2.35,,20061,1110,48,2,-999.99,
18,15/9-19 A,15_9_19_A_1997_08_10.pdf,2,2,00:00,connection ga s,3694,,,,1.21,,8347,459,106,14,6,
18,15/9-19 A,15_9_19_A_1997_08_10.pdf,2,3,00:00,connection ga s,3753,,,,.58,,4143,101,80,6,4,
19,15/9-19 A,15_9_19_A_1997_08_11.pdf,2,1,00:00,connection gas,3781,,,,.96,,6646,242,134,10,6,
19,15/9-19 A,15_9_19_A_1997_08_11.pdf,2,2,00:00,drilling gas pea k,3800,,,,1.43,,8058,747,270,25,8,
19,15/9-19 A,15_9_19_A_1997_08_11.pdf,2,3,00:00,connection gas,3811,,,,1.07,,6142,108,72,5,4,
20,15/9-19 A,15_9_19_A_1997_08_12.pdf,2,1,00:00,trip gas,3823,,,,2.33,,12553,1582,266,23,6,
20,15/9-19 A,15_9_19_A_1997_08_12.pdf,2,2,00:00,drilling gas pea k,3828,,,,2.2,,14753,1006,310,20,6,
21,15/9-19 A,15_9_19_A_1997_08_13.pdf,2,1,00:00,drilling gas pea k,3844,,,,1.29,,9449,571,140,12,1,
23,15/9-19 A,15_9_19_A_1997_08_15.pdf,2,1,00:00,trip gas,3881.5,,3089.3,,2.45,,22386,2259,464,36,6,
23,15/9-19 A,15_9_19_A_1997_08_15.pdf,2,2,00:00,drilling gas pea k,3894,,,,12.75,,87345,5653,2923,155,68,
24,15/9-19 A,15_9_19_A_1997_08_16.pdf,2,1,00:00,trip gas,3908.5,,,,4.49,,34589,1301,422,52,15,
24,15/9-19 A,15_9_19_A_1997_08_16.pdf,2,2,00:00,drilling gas pea k,3911.5,,,,9.08,,61294,4287,2079,111,28,
24,15/9-19 A,15_9_19_A_1997_08_16.pdf,2,3,00:00,drilling gas pea k,3930.5,,,,1.86,,12293,2100,287,24,10,
24,15/9-19 A,15_9_19_A_1997_08_16.pdf,2,4,00:00,drilling gas pea k,3935.5,,,,.71,,5299,318,145,14,9,
25,15/9-19 A,15_9_19_A_1997_08_17.pdf,2,1,00:00,drilling gas pea k,3937,,,,1.73,,14433,18,138,17,7,
25,15/9-19 A,15_9_19_A_1997_08_17.pdf,2,2,00:00,drilling gas pea k,3944.5,,,,1.68,,12512,1304,138,19,8,
26,15/9-19 A,15_9_19_A_1997_08_18.pdf,2,1,00:00,trip gas,3962.5,,,,3.38,,28244,1151,62,10,1,
26,15/9-19 A,15_9_19_A_1997_08_18.pdf,2,2,00:00,drilling gas pea k,3971,,,,1.67,,12551,562,83,1,6,
26,15/9-19 A,15_9_19_A_1997_08_18.pdf,2,3,00:00,drilling gas pea k,3978,,,,1.4,,9666,678,94,13,14,
27,15/9-19 A,15_9_19_A_1997_08_19.pdf,2,1,00:00,trip gas,3990,,,,2.9,,19853,1301,60,6,3,
27,15/9-19 A,15_9_19_A_1997_08_19.pdf,2,2,00:00,drilling gas pea k,4007,,,,.41,,2406,244,24,1,2,
29,15/9-19 A,15_9_19_A_1997_08_21.pdf,2,1,00:00,trip gas,4017,,,,5.7,,45852,1304,34,8,2,
29,15/9-19 A,15_9_19_A_1997_08_21.pdf,2,2,00:00,drilling gas pea k,4046,,,,.72,,5439,396,49,2,2,
30,15/9-19 A,15_9_19_A_1997_08_22.pdf,2,1,00:00,connection gas,4072,,,,.72,,4557,188,20,2,2,
30,15/9-19 A,15_9_19_A_1997_08_22.pdf,2,2,00:00,drilling gas pea k,4095,,,,.33,,2271,124,14,1,2,
30,15/9-19 A,15_9_19_A_1997_08_22.pdf,2,3,00:00,connection gas,4104,,,,.23,,1608,95,14,1,2,
30,15/9-19 A,15_9_19_A_1997_08_22.pdf,2,4,00:00,drilling gas pea k,4109,,,,.26,,1974,131,14,1,2,
36,15/9-19 A,15_9_19_A_1997_08_28.pdf,2,1,00:00,trip gas,2168,,1619,,5.32,,42965,1531,52,1,-999.99,
37,15/9-19 A,15_9_19_A_1997_08_29.pdf,2,1,00:00,trip gas,3640,,2874,,4,,34000,2000,100,20,-999.99,
37,15/9-19 A,15_9_19_A_1997_08_29.pdf,2,2,00:00,trip gas,4123,,31,,1.86,,15000,1000,300,-999.99,-999.99,
39,15/9-19 A,15_9_19_A_1997_08_31.pdf,2,1,00:00,trip gas,4070,,3263,,1.5,,3400,75,10,3,-999.99,
41,15/9-19 A,15_9_19_A_1997_09_02.pdf,2,1,00:00,trip gas,4044,,3239,,17,,137000,5030,1500,53,-999.99,
113,15/9-19 B,15_9_19_B_1997_11_12.pdf,2,1,00:00,drilling gas pea k,28,,1690.5,,3.62,,25595,1662,15,-999.99,-999.99,
114,15/9-19 B,15_9_19_B_1997_11_13.pdf,2,1,00:00,trip gas,2345,,1724,,8.6,,58438,3101,150,20,-999.99,
115,15/9-19 B,15_9_19_B_1997_11_14.pdf,2,1,00:00,trip gas,2811,,2124,,6.1,,51000,2500,35,1,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,1,00:00,drilling gas pea k,3036,,2313,,11.21,,81355,2570,38,2,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,2,00:00,drilling gas pea k,3036.1,,2313,,11.84,,82830,2480,29,2,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,3,00:00,drilling gas pea k,3036.2,,2313,,11.15,,81220,1840,30,2,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,4,00:00,drilling gas pea k,3036.3,,2313,,12.06,,89570,2927,3,2,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,5,00:00,drilling gas pea k,3036.4,,2313,,14.32,,101745,3890,35,1,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,6,00:00,drilling gas pea k,3036.5,,2313,,14.68,,108108,2741,38,1,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,7,00:00,drilling gas pea k,3036.6,,2313,,17.25,,139682,2810,46,1,-999.99,
116,15/9-19 B,15_9_19_B_1997_11_15.pdf,2,8,00:00,drilling gas pea k,3036.7,,2313,,18.98,,155702,2598,46,1,-999.99,
117,15/9-19 B,15_9_19_B_1997_11_16.pdf,2,1,00:00,trip gas,3039,,2315.5,,29,,234009,3721,1003,2,-999.99,
117,15/9-19 B,15_9_19_B_1997_11_16.pdf,2,2,00:00,trip gas,3039.1,,2315.5,,18.9,,147752,3084,58,2,-999.99,
119,15/9-19 B,15_9_19_B_1997_11_18.pdf,2,1,00:00,drilling gas pea k,3054,,2328.5,,7.6,,58679,2780,60,5,-999.99,
119,15/9-19 B,15_9_19_B_1997_11_18.pdf,2,2,00:00,drilling gas pea k,3054.1,,2328.5,,3.9,,29010,2245,28,-999.99,-999.99,
127,15/9-19 B,15_9_19_B_1997_11_26.pdf,2,1,00:00,drilling gas pea k,106,,,,8.8,,77502,1020,21,1,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,1,00:00,drilling gas pea k,3066,,,,1.5,,12053,1420,15,-999.99,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,2,00:00,drilling gas pea k,3080,,,,1.4,,8579,1329,32,1,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,3,00:00,drilling gas pea k,3091,,,,1.5,,9884,1065,20,1,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,4,00:00,drilling gas pea k,3095,,,,1.6,,10461,1019,16,1,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,5,00:00,drilling gas pea k,3110,,,,3.9,,21854,1585,26,1,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,6,00:00,drilling gas pea k,3115,,,,2.3,,19512,1065,20,1,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,7,00:00,drilling gas pea k,3124,,,,1.3,,8339,1065,20,-999.99,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,8,00:00,drilling gas pea k,3127,,,,1.4,,9608,954,18,-999.99,-999.99,
128,15/9-19 B,15_9_19_B_1997_11_27.pdf,2,9,00:00,drilling gas pea k,3153,,,,1.5,,6106,1551,18,1,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,1,00:00,drilling gas pea k,3155,,,,1.2,,7035,1389,21,-999.99,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,2,00:00,drilling gas pea k,3174,,,,1.3,,7237,893,18,-999.99,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,3,00:00,drilling gas pea k,3183,,,,1.5,,9079,1190,24,-999.99,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,4,00:00,drilling gas pea k,3204,,,,1.1,,8579,1502,16,-999.99,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,5,00:00,drilling gas pea k,3211,,,,1.2,,9608,993,19,1,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,6,00:00,drilling gas pea k,3215,,,,1.4,,8825,1243,27,-999.99,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,7,00:00,drilling gas pea k,3240,,,,1.2,,81,1138,20,-999.99,-999.99,
129,15/9-19 B,15_9_19_B_1997_11_28.pdf,2,8,00:00,drilling gas pea k,3254,,,,1.2,,8339,1259,13,-999.99,-999.99,
151,15/9-19 BT2,15_9_19_BT2_1997_12_19.pdf,2,1,00:00,drilling gas pea k,3169,,,,12.4,,113546,926,9,1,-999.99,
151,15/9-19 BT2,15_9_19_BT2_1997_12_19.pdf,2,2,00:00,drilling gas pea k,3317,,,,3.27,,20778,910,21,1,-999.99,
152,15/9-19 BT2,15_9_19_BT2_1997_12_20.pdf,2,1,00:00,trip gas,3360,,2585,,10.1,,90024,1920,28,1,-999.99,
153,15/9-19 BT2,15_9_19_BT2_1997_12_21.pdf,2,1,00:00,trip gas,3360,,2585,,12.1,,100890,3005,28,1,-999.99,
154,15/9-19 BT2,15_9_19_BT2_1997_12_22.pdf,2,1,00:00,drilling gas pea k,3405,,,,18.2,,159200,2410,3,1,-999.99,
156,15/9-19 BT2,15_9_19_BT2_1997_12_24.pdf,2,1,00:00,drilling gas pea k,3511,,,,12.2,,11200,2253,34,1,-999.99,
157,15/9-19 BT2,15_9_19_BT2_1997_12_25.pdf,2,1,00:00,drilling gas pea k,3601,,,,3.36,,31119,1060,24,-999.99,-999.99,
157,15/9-19 BT2,15_9_19_BT2_1997_12_25.pdf,2,2,00:00,drilling gas pea k,3603,,,,3.53,,30823,1416,26,1,-999.99,
158,15/9-19 BT2,15_9_19_BT2_1997_12_26.pdf,2,1,00:00,drilling gas pea k,3603,,,,23.4,,196358,2144,29,1,-999.99,
158,15/9-19 BT2,15_9_19_BT2_1997_12_26.pdf,2,2,00:00,drilling gas pea k,3656,,,,3.37,,21502,33,1323,147,13,
159,15/9-19 BT2,15_9_19_BT2_1997_12_27.pdf,2,1,00:00,drilling gas pea k,3656,,2835.8,,16.7,,147395,33,1323,155,12,
159,15/9-19 BT2,15_9_19_BT2_1997_12_27.pdf,2,2,00:00,drilling gas pea k,3658,,2837,,3,,23476,1303,296,32,-999.99,
159,15/9-19 BT2,15_9_19_BT2_1997_12_27.pdf,2,3,00:00,drilling gas pea k,3663,,2841.2,,2.7,,22899,1407,3,3,-999.99,
160,15/9-19 BT2,15_9_19_BT2_1997_12_28.pdf,2,1,00:00,drilling gas pea k,3690,,2864.4,,16.2,,148494,2740,258,45,3,
161,15/9-19 BT2,15_9_19_BT2_1997_12_29.pdf,2,1,00:00,drilling gas pea k,3717,,2887.4,,20,,165412,5210,1010,21,-999.99,
162,15/9-19 BT2,15_9_19_BT2_1997_12_30.pdf,2,1,00:00,drilling gas pea k,3912,,2972.3,,3.2,,27112,1751,165,30,13,
163,15/9-19 BT2,15_9_19_BT2_1997_12_31.pdf,2,1,00:00,drilling gas pea k,3940,,3086.4,,2.62,,24677,1386,135,14,6,
170,15/9-19 BT2,15_9_19_BT2_1998_01_07.pdf,2,1,00:00,drilling gas pea k,4072,,3206.4,,1.24,,9015,34,1,-999.99,-999.99,
170,15/9-19 BT2,15_9_19_BT2_1998_01_07.pdf,2,2,00:00,drilling gas pea k,4075,,3209,,1.8,,17346,1246,26,1,-999.99,
173,15/9-19 BT2,15_9_19_BT2_1998_01_10.pdf,2,1,00:00,drilling gas pea k,4152,,3276,,1.87,,16710,2339,35,2,-999.99,
173,15/9-19 BT2,15_9_19_BT2_1998_01_10.pdf,2,2,00:00,drilling gas pea k,4161,,3284,,1.93,,18211,1488,105,4,-999.99,
222,15/9-19 S,15_9_19_S_1992_11_23.pdf,2,1,00:00,trip gas,547,,547,,.49,,-999.99,-999.99,-999.99,-999.99,-999.99,
222,15/9-19 S,15_9_19_S_1992_11_23.pdf,2,2,00:00,drilling gas pea k,660,,659.6,,1,,10136,-999.99,-999.99,-999.99,-999.99,
222,15/9-19 S,15_9_19_S_1992_11_23.pdf,2,3,00:00,drilling gas pea k,667,,666.6,,1.6,,15840,-999.99,-999.99,-999.99,-999.99,
223,15/9-19 S,15_9_19_S_1992_11_24.pdf,2,1,00:00,drilling gas pea k,772,,767.5,,.55,,50,-999.99,-999.99,-999.99,-999.99,
229,15/9-19 S,15_9_19_S_1992_11_30.pdf,2,1,00:00,drilling gas pea k,1720,,1389.2,,.49,,4900,5,-999.99,-999.99,-999.99,
230,15/9-19 S,15_9_19_S_1992_12_01.pdf,2,1,00:00,drilling gas pea k,1828,,1446.2,,.81,,8100,-999.99,-999.99,-999.99,-999.99,
230,15/9-19 S,15_9_19_S_1992_12_01.pdf,2,2,00:00,drilling gas pea k,1890,,1478.9,,.67,,6700,-999.99,-999.99,-999.99,-999.99,
230,15/9-19 S,15_9_19_S_1992_12_01.pdf,2,3,00:00,drilling gas pea k,1936,,1503.2,,.45,,4500,-999.99,-999.99,-999.99,-999.99,
231,15/9-19 S,15_9_19_S_1992_12_02.pdf,2,1,00:00,trip gas,2018,,1547.5,,1.25,,12600,90,10,-999.99,-999.99,
232,15/9-19 S,15_9_19_S_1992_12_03.pdf,2,1,00:00,drilling gas pea k,2303,,1698,,.44,,40,5,5,-999.99,-999.99,
233,15/9-19 S,15_9_19_S_1992_12_04.pdf,2,1,00:00,trip gas,1535,,1296,,2.2,,-999.99,-999.99,-999.99,-999.99,-999.99,
233,15/9-19 S,15_9_19_S_1992_12_04.pdf,2,2,00:00,trip gas,1829,,1446,,2.05,,-999.99,-999.99,-999.99,-999.99,-999.99,
233,15/9-19 S,15_9_19_S_1992_12_04.pdf,2,3,00:00,trip gas,2094,,1588,,1.15,,-999.99,-999.99,-999.99,-999.99,-999.99,
233,15/9-19 S,15_9_19_S_1992_12_04.pdf,2,4,00:00,trip gas,2531,,1815,,4.8,,45613,71,23,-999.99,-999.99,
