quality_check_id,table_name,field_name,severity,check_name,message,report_id
1896,reports,depth_last_casing_mtvd,info,value_missing_before_next_label,No accepted value for depth_last_casing_mtvd,262.0
1897,reports,plug_back_depth_mmd,info,value_missing_before_next_label,No accepted value for plug_back_depth_mmd,262.0
1898,reports,pressure_test_type,info,value_missing_before_next_label,No accepted value for pressure_test_type,262.0
1899,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 3,262.0
1900,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 4,262.0
1901,reports,depth_kickoff_mmd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mmd,263.0
1902,reports,depth_kickoff_mtvd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mtvd,263.0
1903,reports,depth_last_casing_mtvd,info,value_missing_before_next_label,No accepted value for depth_last_casing_mtvd,263.0
1904,reports,plug_back_depth_mmd,info,value_missing_before_next_label,No accepted value for plug_back_depth_mmd,263.0
1905,reports,pressure_test_type,info,value_missing_before_next_label,No accepted value for pressure_test_type,263.0
1906,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 3,263.0
1907,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 4,263.0
1908,reports,depth_kickoff_mmd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mmd,264.0
1909,reports,depth_kickoff_mtvd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mtvd,264.0
1910,reports,depth_last_casing_mtvd,info,value_missing_before_next_label,No accepted value for depth_last_casing_mtvd,264.0
1911,reports,plug_back_depth_mmd,info,value_missing_before_next_label,No accepted value for plug_back_depth_mmd,264.0
1912,reports,pressure_test_type,info,value_missing_before_next_label,No accepted value for pressure_test_type,264.0
1913,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 4,264.0
1914,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 5,264.0
1915,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 6,264.0
1916,reports,depth_kickoff_mmd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mmd,265.0
1917,reports,depth_kickoff_mtvd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mtvd,265.0
1918,reports,depth_last_casing_mtvd,info,value_missing_before_next_label,No accepted value for depth_last_casing_mtvd,265.0
1919,reports,plug_back_depth_mmd,info,value_missing_before_next_label,No accepted value for plug_back_depth_mmd,265.0
1920,reports,pressure_test_type,info,value_missing_before_next_label,No accepted value for pressure_test_type,265.0
1921,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 3,265.0
1922,drilling_fluid,,warning,partial_fluid_row,Partial drilling fluid row retained at row offset 4,265.0
1923,reports,depth_kickoff_mmd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mmd,266.0
1924,reports,depth_kickoff_mtvd,info,value_missing_before_next_label,No accepted value for depth_kickoff_mtvd,266.0
