operation_id,start_time,end_time,end_depth_mmd,main_activity,sub_activity,state,remark,activity_label,ner_entities,ner_depths,ner_equipment,ner_measurements,ner_time_refs,report_id
87,06:00,17:00,3494.0,drilling,drill,ok,DRILLED 8 1/2'' HOLE FROM 3390 - 3494 M.,CUT,"{""depths"": [""3494 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3494 m""]",[],[],[],15
88,17:00,18:00,3494.0,drilling,circulatin g conditioning,ok,CIRCULATED UNTIL SHAKERS CLEANED UP BECAUSE OF INCREASE IN TORQUE + DRAG AND INCREASE OF PRESENCE OF CASINGS. BOOSTED RISER.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],15
89,18:00,00:00,3550.0,drilling,drill,ok,DRILLED 8 1/2'' HOLE FROM 3494 - 3550 M.,CUT,"{""depths"": [""3550 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3550 m""]",[],[],[],15
90,00:00,00:30,3552.0,drilling,drill,ok,DRILLED 8 1/2'' HOLE FROM 3550 - 3552 M.,CUT,"{""depths"": [""3552 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3552 m""]",[],[],[],16
91,00:30,02:00,3552.0,drilling,circulating conditioning,ok,CIRCULATED UNTIL SHAKERS CLEANED UP BECAUSE OF INCREASE IN DRAG + IN PREPARATION TO ORIENT. BOOSTED RISER. NOTE: EXCESSIVE AMOUNT OF LARGE CASINGS TO SURFACE; TOOK 2.5 X BOTTOMS UP FOR SHAKERS TO CLEAN UP.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],16
92,02:00,06:00,3573.0,drilling,drill,ok,DRILLED 8 1/2'' HOLE FROM 3552 - 3573 M. UNABLE TO STEER DUE TO HANGING UP ON STABILIZERS AND FREQUENT STALLING PROBLEMS.,CUT,"{""depths"": [""3573 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3573 m""]",[],[],[],16
93,06:00,15:00,3632.0,drilling,drill,ok,"DRILLED 8 1/2"" HOLE FROM 3573M TO 3632M. UNABLE TO STEER TO ACHIVE TARGET.",CUT,"{""depths"": [""3573m"", ""3632m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3573m"", ""3632m""]",[],[],[],16
94,15:00,17:30,3632.0,drilling,circulating conditioning,ok,"CIRC HOLE CLEAN. DROP CARBIDE, EST HOLE SIZE 10,47 IN. CAVINGS RATE AT 100 L/HR AFTER CIRC 1,5 BTM UP. BOOSTED RISER.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],16
95,17:30,00:00,0.0,drilling,trip,ok,"FLOW CHECK 10 MIN, OK. PUMP SLUG. POOH. WELL SLICK. FLOW CHECK INSIDE SHOE AND BEFORE BHA ENTERED BOP. L/DOWN 1 DC, 2 STABILIZERS AND BIT.",TRIP_OUT,"{""depths"": [], ""equipment"": [""bop"", ""bha"", ""bit"", ""dc""], ""measurements"": [], ""time_refs"": []}",[],"[""bop"", ""bha"", ""bit"", ""dc""]",[],[],16
96,00:00,03:30,1040.0,drilling,trip,ok,"MADE UP NEW BIT, SET AKO TO 1,5 DEGR TILT, UNLOAD MWD AND M/UP NEW JAR AND RIH TO 1040M.",TRIP_IN,"{""depths"": [""1040m""], ""equipment"": [""mwd"", ""bit""], ""measurements"": [], ""time_refs"": []}","[""1040m""]","[""mwd"", ""bit""]",[],[],17
97,03:30,04:00,1040.0,drilling,trip,ok,FILL DRILL PIPE AND TEST MWD. FAIL TO GET SIGNALS FROM MWD. RE-BOOT MWD COMPUTER AND GOT SIGNALS OK.,CUT,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],17
98,04:00,05:30,2160.0,drilling,trip,ok,CONTINUE RIH TO 2160M.,TRIP_IN,"{""depths"": [""2160m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""2160m""]",[],[],[],17
99,05:30,06:00,2160.0,drilling,other,ok,SLIP AND CUT DRILLING LINE.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],17
100,06:00,06:30,2160.0,drilling,other,ok,"CONTINUED TO SLIP AND CUT 33,5M DRILLING LINE.",CUT,"{""depths"": [""33,5m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""33,5m""]",[],[],[],17
101,06:30,07:00,2185.0,drilling,trip,ok,ORIENTED TOOL FACE AND ENTERCSG WINDOW. P/UP 4-5 T DRAG OUTSIDE WINDOW,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],17
102,07:00,10:30,3632.0,drilling,trip,ok,RIH TO 3612M. WASHED DOWN TO BTM AT 3632M.,TRIP_IN,"{""depths"": [""3612m"", ""3632m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3612m"", ""3632m""]",[],[],[],17
103,10:30,14:30,3653.0,drilling,drill,ok,"DRILL 8 1/2"" HOLE IN ORIENTED MODE FROM 3632 TO 3653M. NO SIGNALS FROM MWD.",CUT,"{""depths"": [""3653m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""3653m""]","[""mwd""]",[],[],17
104,08:00,11:30,3673.0,drilling,drill,ok,"DRILLED 8 1/2"" HOLE FROM 3653 - 3673M. FLOW CHECK DRILLING BREAK AT FROM 3670M - 3673M.",EQUIPMENT_FAILURE,"{""depths"": [""3673m"", ""3670m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3673m"", ""3670m""]",[],[],[],18
105,11:30,12:30,3673.0,drilling,circulating conditioning,ok,CIRC FOR GEOLOGHICAL SAMPLES.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],18
106,12:30,19:00,3724.0,drilling,drill,ok,CONTINUED DRILLING FROM 3673M - 3724M. FLOW CHECK AT 3717M.,CUT,"{""depths"": [""3673m"", ""3724m"", ""3717m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3673m"", ""3724m"", ""3717m""]",[],[],[],18
107,19:00,20:00,3724.0,drilling,circulating conditioning,ok,CIRC FOR GEOLOGHICAL SAMPLES.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],18
108,20:00,00:00,3752.0,drilling,drill,ok,CONTINUED DRILLING FROM 3724M - 3752M.,CUT,"{""depths"": [""3724m"", ""3752m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3724m"", ""3752m""]",[],[],[],18
109,00:00,06:00,3783.0,drilling,drill,ok,CONTINUED DRILLING F/3752 - 3783M. USED CONSTANT PARAMETERS TO SPOT DRILLING BREAK.,EQUIPMENT_FAILURE,"{""depths"": [""3783m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3783m""]",[],[],[],19
110,06:00,08:30,3799.0,drilling,drill,ok,"DRILLED 8 1/2"" HOLE FROM 3783M - 3799M. DRILLING BREAK 3796 - 3799M.",EQUIPMENT_FAILURE,"{""depths"": [""3783m"", ""3799m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3783m"", ""3799m""]",[],[],[],19
111,08:30,10:00,3799.0,formation evaluation,circulation sample s,ok,CIRC FOR GEOLOGICAL SAMPLES. BOOSTED RISER.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],19
112,10:00,12:30,3810.0,drilling,drill,ok,CONTINUED DRILLING FROM 3799M - 3810M.,CUT,"{""depths"": [""3799m"", ""3810m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3799m"", ""3810m""]",[],[],[],19
113,12:30,14:00,3810.0,formation evaluation,circulation sample s,ok,CIRC FOR GEOLOGICAL SAMPLES. BOOSTED RISER.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],19
114,14:00,15:30,3820.0,drilling,drill,ok,CONTINUED DRILLING FROM 3810M - 3820M.,CUT,"{""depths"": [""3810m"", ""3820m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3810m"", ""3820m""]",[],[],[],19
115,15:30,16:00,3820.0,formation evaluation,circulation sample s,ok,CIRC FOR GEOLGICAL SAMPLE.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],19
116,16:00,17:00,3823.0,drilling,drill,ok,CONTINUED DRILLING FROM 3820M - 3823M.,CUT,"{""depths"": [""3820m"", ""3823m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3820m"", ""3823m""]",[],[],[],19
117,17:00,18:30,3823.0,drilling,circulating conditioning,ok,CIRC HOLE CLEAN. BOOSTED RISER.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],19
118,18:30,00:00,978.0,drilling,trip,ok,"FLOW CHECK, OK. PUMP SLUG AND POOH. HOLE IN GOOD CONDITION.",TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],19
119,00:00,01:30,0.0,drilling,trip,ok,CONTINUED POOH TO SURFACE.,TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],20
120,01:30,02:00,0.0,drilling,trip,ok,"CHANGED BIT. SET AKO TO 0,6 DEGR. FUNCTION TEST SHEAR RAM FROM YELLOW POD.",CUT,"{""depths"": [], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}",[],"[""bit""]",[],[],20
121,02:00,02:30,0.0,formation evaluation,log,ok,DUMP MEMORY ON MWD.,OTHER,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],20
122,02:30,03:30,340.0,drilling,trip,ok,RIH TO GET BHA BELOW BOP.,TRIP_IN,"{""depths"": [], ""equipment"": [""bop"", ""bha""], ""measurements"": [], ""time_refs"": []}",[],"[""bop"", ""bha""]",[],[],20
123,03:30,04:00,340.0,drilling,bop activities,ok,TEST BOP FUNCTIONS FROM YELLOW POD. ALL OK.,PRESSURE_TEST,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [], ""time_refs"": []}",[],"[""bop""]",[],[],20
124,04:00,06:00,2004.0,drilling,trip,ok,"CONTINUED RIH TO CURRENT DEPTH 2004M. FILL PIPE, TESTED MWD AT 1000M .",TRIP_IN,"{""depths"": [""2004m"", ""1000m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""2004m"", ""1000m""]","[""mwd""]",[],[],20
125,06:00,09:30,3823.0,drilling,trip,ok,CONTINUED RIH. BREAK CIRC AND WASH LAST STAND TO BTM. CIRC TO CLEAR STEEL DEBRIS OFF BTM.,TRIP_IN,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],20
126,09:30,12:00,3837.0,drilling,drill,ok,"DRILLED 8 1/2"" HOLE FROM 3823M - 3837M. MWD INDICATE SAND AT 3822M",CUT,"{""depths"": [""3823m"", ""3837m"", ""3822m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""3823m"", ""3837m"", ""3822m""]","[""mwd""]",[],[],20
127,12:00,14:00,3837.0,formation evaluation,circulation sample s,ok,CIRC FOR GEOLOGICAL SAMPLES.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],20
128,14:00,20:30,0.0,drilling,trip,ok,"FLOW CHECK, OK. PUMP SLUG. POOH. FLOW CHECKED AT 2163M AND WITH BHA BELOW BOP.",TRIP_OUT,"{""depths"": [""2163m""], ""equipment"": [""bop"", ""bha""], ""measurements"": [], ""time_refs"": []}","[""2163m""]","[""bop"", ""bha""]",[],[],20
129,20:30,21:00,0.0,drilling,trip,ok,LAYED OUT BIT AND DOWNLOADED MWD.,CUT,"{""depths"": [], ""equipment"": [""mwd"", ""bit""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd"", ""bit""]",[],[],20
130,21:00,23:30,0.0,formation evaluation,trip,ok,MADE UP 27M COREBARREL AND PDC CORHEAD.,OTHER,"{""depths"": [""27m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""27m""]",[],[],[],20
131,23:30,00:00,100.0,formation evaluation,trip,ok,STARTED TO RIH WITH CORING BHA.,TRIP_IN,"{""depths"": [], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}",[],"[""bha""]",[],[],20
132,00:00,04:30,3212.0,formation evaluation,trip,ok,"CONT RIH WITH CORING BHA. FILL PIPE AT CSG WINDOW. RIH PASS WINDOW AND PULL BACK INTO CSG WITH COREBARREL, OK. CONT RIH TO 3212M. WORK AWAY 15T OBSTRUCTION AT 3008M AND 3174M. DID NOT GET CORRECT AMOUNT OF MUD IN RETURNS.",TRIP_IN,"{""depths"": [""3212m"", ""3008m"", ""3174m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3212m"", ""3008m"", ""3174m""]","[""bha""]",[],[],21
133,04:30,05:00,3212.0,formation evaluation,cor e,ok,"BREAK CIRC AND FILLED PIPE TOO EARLY. FLOAT VALVE NOT OPERATING CORRECT. CIRC 1 STRING CONTENT AND GOT 6.6% GASPEAK FROM 65M. FLO W CHECK, OK.",EQUIPMENT_FAILURE,"{""depths"": [""65m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""65m""]",[],[],[],21
134,05:00,06:00,3303.0,formation evaluation,trip,ok,CONTINUE RIH. STOOD UP WITH 15T AT 3287M. REAMED OBSTRUCTION. CONT RIH AND STODD UP AT 3303M. CURRENTLY REAMING AWAY OBSTRUCTIO N.,TRIP_IN,"{""depths"": [""3287m"", ""3303m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3287m"", ""3303m""]",[],[],[],21
135,06:00,16:30,3820.0,formation evaluation,trip,ok,WASH AND REAM TIGHT HOLE FROM 3303 - 3820M WITH COREBARREL BHA.,CUT,"{""depths"": [""3820m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3820m""]","[""bha""]",[],[],21
136,16:30,18:00,3820.0,formation evaluation,cir culating conditioning,ok,CIRCULATED BTMS UP AT 3820M.,CIRCULATE,"{""depths"": [""3820m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3820m""]",[],[],[],21
137,18:00,20:00,3837.0,formation evaluation,trip,ok,CONTINUED WASH AND REAM TIGHT HOLE FROM 3820M - 3837M.,CUT,"{""depths"": [""3820m"", ""3837m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3820m"", ""3837m""]",[],[],[],21
138,20:00,20:30,3837.0,formation evaluation,cir culating conditioning,ok,TAG BTM AND SPACED OUT. DROP BALL AND SEATED SAME WITH 14 BAR OVER PRESSURE. TAKE SCR'S.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [""14 bar""], ""time_refs"": []}",[],[],"[""14 bar""]",[],21
139,20:30,00:00,3849.0,formation evaluation,cor e,ok,START CORING FROM 3837-3849M. STALLED OUT ON BTM TWICE DURING FIRST 2M CORING. PULLED OFF BTM AND RE-STARTED.,OTHER,"{""depths"": [""3849m"", ""2m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3849m"", ""2m""]",[],[],[],21
140,00:00,01:30,3854.0,formation evaluation,core,ok,"CONTINUED CUT CORE FROM 3849 - 3854M. CORE JAMMED, TORQUE DROPPED OFF AND PRESSURE DEGREASED. ATTEMPT TO RESTART CORING, NOT ABLE TO OBTAIN TORQUE ON BTM.",CUT,"{""depths"": [""3854m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3854m""]",[],[],[],22
141,01:30,06:00,1244.0,formation evaluation,trip,ok,"FLOW CHECK, OK. PUMP SLUG AND POOH. HAD 15T OVER PULL AT 3278 AND 3269M. FLOW CHECKED INSIDE CSG WINDOW, OK. CONT PO H. CURRENT DEPTH AT REPORT TIME, 1244M.",TRIP_OUT,"{""depths"": [""3269m"", ""1244m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3269m"", ""1244m""]",[],[],[],22
142,06:00,08:30,0.0,formation evaluation,trip,ok,"CONTINUED POOH TO SURFACE. PULLED LAST 400M WITH RESTRICTED SPEED, 6 MIN/STAND. FLOW CHECKED BEFORE PULLED BHA.",TRIP_OUT,"{""depths"": [""400m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""400m""]","[""bha""]",[],[],22
143,08:30,09:30,0.0,formation evaluation,trip,ok,"RETRIEVED CORE NO 1, 95 % RECOVERY.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],22
144,09:30,13:00,0.0,formation evaluation,trip,ok,"BREAK CH AND CHANGED ALL STABS FROM 8 15/16"" TO 8 3/8"" ON CORE BARREL MADE UP CORE HEAD.",EQUIPMENT_FAILURE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],22
145,13:00,18:00,2161.0,formation evaluation,trip,ok,RIH TO CSG WINDOW AT 2161M. FILL STRING EACH 1000M.,TRIP_IN,"{""depths"": [""2161m"", ""1000m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""2161m"", ""1000m""]",[],[],[],22
146,18:00,19:00,2161.0,drilling,other,ok,"SLIP AND CUT 29,3M DRILLING LINE.",CUT,"{""depths"": [""29,3m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""29,3m""]",[],[],[],22
147,19:00,22:00,3830.0,formation evaluation,trip,ok,CONTINUED RIH TO 3830M. BREAK CIRC.,TRIP_IN,"{""depths"": [""3830m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3830m""]",[],[],[],22
148,22:00,22:30,3854.0,formation evaluation,trip,ok,REAM TO BTM 3854M. 2M HARD FILL. TAG BTM 3 TIMES AND SPACED OUT STRING,CUT,"{""depths"": [""3854m"", ""2m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3854m"", ""2m""]",[],[],[],22
149,22:30,23:00,3854.0,formation evaluation,circulating conditioning,ok,DROP BALL AND SEATED SAME IN COREBARREL WITH 17 BAR PRESS INCREASE. TAKE SCR'S.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [""17 bar""], ""time_refs"": []}",[],[],"[""17 bar""]",[],22
150,23:00,00:00,3858.0,formation evaluation,core,ok,START CUT CORE NO 2 FROM 3854 - 3858M.,CUT,"{""depths"": [""3858m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3858m""]",[],[],[],22
151,00:00,01:30,3881.0,formation evaluation,cor e,ok,CONTINUED CORING FROM 3858 - 3881M. TOTAL CUT 27M.,CUT,"{""depths"": [""3881m"", ""27m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3881m"", ""27m""]",[],[],[],23
152,01:30,02:00,3852.0,formation evaluation,trip,ok,"FLOW CHECKED, OK. LAID DOWN SPACER PUP JT. PUMP SLUG.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],23
153,02:00,06:00,780.0,formation evaluation,trip,ok,"POOH. FLOW CHECKED INSIDE CSG WINDOW, OK. CURRENT DEPTH AT REPORT TIME, 780M.",TRIP_OUT,"{""depths"": [""780m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""780m""]",[],[],[],23
154,06:00,09:00,0.0,formation evaluation,trip,ok,CONTINUED POOH WITH CORE NO 2. REDUCED SPEED LAST 400M. HELD SAFETY BRIEF BEFORE PULL CORE BARREL TO DRILL FLOOR. HAD 20 PPM H 2S IN COREBARREL. PERSONNEL PUT ON PROTECTION EQUIPMENT BEFORE START LAYING DOWN CORE.,TRIP_OUT,"{""depths"": [""400m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""400m""]",[],[],[],23
155,09:00,10:30,0.0,formation evaluation,trip,ok,"RETRIVED CORE NO 2, 100 % RECOVERY. MAX 5 PPM H2S WHEN RETRIVING CORE.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],23
156,10:30,12:30,0.0,formation evaluation,trip,ok,M/UP COREBARREL AND COREHEAD. SERVICED COREBARREL.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],23
157,12:30,15:30,2160.0,formation evaluation,trip,ok,RIH TO CSG WINDOW AT 2161M. BREAK CIRC EACH 1000 M.,TRIP_IN,"{""depths"": [""2161m"", ""1000 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""2161m"", ""1000 m""]",[],[],[],23
158,15:30,16:00,2160.0,formation evaluation,wai t,ok,"HELD SAFETY MEETING WITH ALL PERSONNEL WITH H2S GAS, GAS PROCEDYRES AND CONTINGENCIES.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],23
159,16:00,18:30,3876.0,formation evaluation,trip,ok,CONTINUED RIH TO 3876M.,TRIP_IN,"{""depths"": [""3876m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3876m""]",[],[],[],23
160,18:30,20:30,3876.0,formation evaluation,circ ulating conditioning,ok,"CIRC BTM'S UP IN ORDER TO CLEAN WELL FOR GAS. MAX PEAK FROM PREVIOUS CORING; 15,2 %. CIRC GAS LEVEL DOWN TO 0,9 %.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],23
161,20:30,21:00,3881.0,formation evaluation,trip,ok,"ROTATE AND WASH TO BTM AT 3881,5M. SPACED OUT STRING.",OTHER,"{""depths"": [""3881,5m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3881,5m""]",[],[],[],23
162,21:00,21:30,3881.0,formation evaluation,circ ulating conditioning,ok,DROP BALL AND SEATED SAME IN COREBARREL WITH 17 BAR PRESS INCREASE. TAKE SCR'S.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [""17 bar""], ""time_refs"": []}",[],[],"[""17 bar""]",[],23
163,21:30,23:00,3908.0,formation evaluation,cor e,ok,"CUT CORE NO 3 FROM 3881,5 TO 3908,5M.",CUT,"{""depths"": [""3908,5m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3908,5m""]",[],[],[],23
164,23:00,23:30,3820.0,formation evaluation,trip,ok,"PUMP OUT OF HOLE TO 3820M. HAD 45 T OVER PULL AT CONNECTION AT 3880M. ROTATE STRING AND HAD NO EXCESSIVE TORQUE TO BREAK ROTATI ON, NORMAL PUMP PRESSURES INDICATING GEOMETRICAL OBSTRUCTION.",EQUIPMENT_FAILURE,"{""depths"": [""3820m"", ""3880m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3820m"", ""3880m""]",[],[],[],23
165,23:30,00:00,3820.0,formation evaluation,circ ulating conditioning,ok,CIRC TO CLEAN OUT CORING GAS.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],23
166,00:00,02:00,3820.0,formation evaluation,circulating conditioning,ok,"CONTINUED CIRC BTM'S UP. MAX GAS FROM CORING 12,75 % DECLINED TO 2,8 %",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],24
167,02:00,06:00,1412.0,formation evaluation,trip,ok,FLOW CHECKED OK. PUMP SLUG AND POOH. FLOW CHECKED INSIDE CSG WINDOW.OK CURRENT DEPTH AT REPORT TIME 1412M.,TRIP_OUT,"{""depths"": [""1412m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""1412m""]",[],[],[],24
168,06:00,08:30,0.0,formation evaluation,trip,ok,CONTINUED POOH WITH CORE NO 3. FLOW CHECKED AT CSG WINDOW AND BEFORE PULLING BHA INTO BOP.,TRIP_OUT,"{""depths"": [], ""equipment"": [""bop"", ""bha""], ""measurements"": [], ""time_refs"": []}",[],"[""bop"", ""bha""]",[],[],24
169,08:30,10:00,0.0,formation evaluation,trip,ok,"RETRIEVED CORE NO 3. INITIAL TOP OF CORE HAD 80 PPM H2S GAS CONTENT WHICH DISPERSED, CHECKS WHILE RETRIEVING WERE 10 PPM DOWN TO 0 PPM. 99,6 % CORE RECOVERY.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],24
170,10:00,11:30,0.0,formation evaluation,trip,ok,SERVICED CORE BARREL AND MADE UP COREBARREL WITH INNERBARREL.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],24
171,11:30,17:30,3820.0,formation evaluation,trip,ok,RIH TO 3820M. BROKE CIRC EACH 1000M.,TRIP_IN,"{""depths"": [""3820m"", ""1000m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3820m"", ""1000m""]",[],[],[],24
172,17:30,18:30,3908.0,formation evaluation,trip,ok,"WASH AND ROTATE FROM 3820 TO BTM AT 3908,5M.",OTHER,"{""depths"": [""3908,5m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3908,5m""]",[],[],[],24
173,18:30,20:00,3908.0,formation evaluation,circulating conditioning,ok,"CIRC BTM'S UP IN ORDER TO CLEAN WELL FOR GAS. MAX GAS 4,5 %, DECLINED TO 1 %.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],24
174,20:00,21:00,3908.0,formation evaluation,circulating conditioning,ok,DROP BALL AND SPACE OUT STRING. SEATED BALL IN COREBARREL WITH 17 BAR PRESSURE INCREASE. TAKE SCR'S.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [""17 bar""], ""time_refs"": []}",[],[],"[""17 bar""]",[],24
175,21:00,23:00,3935.0,formation evaluation,core,ok,"CUT CORE NO 4 FROM 3908,5 TO 3935,5M. MAX GAS FROM CORING 9%.",CUT,"{""depths"": [""3935,5m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3935,5m""]",[],[],[],24
176,23:00,00:00,3820.0,formation evaluation,trip,ok,BROKE CORE ON 3RD ATTEMPT HOLDING 16T OVER PULL. PUMPED AND ROTATED SLOWLY WHILE PULLING BACK TO 3820M.,WAIT,"{""depths"": [""3820m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3820m""]",[],[],[],24
177,00:00,02:00,3820.0,formation evaluation,circulating conditio ning,ok,"CIRCULATED BTM UP TO CLEAN WELL FOR CORING GAS. MAX GAS 0,7 %",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],25
