fluid_row_id,sample_time,sample_point,sample_depth_mmd,fluid_type,fluid_density_g_cm3,plastic_viscosity_mpa_s,yield_point_pa,report_id
1,00:00,Active pit,2310.0,ULTIDRILL,1.5,41.0,10.0,3
2,06:00,Active pit,2310.0,ULTIDRILL,1.5,41.0,10.0,3
3,00:00,Active pit,2213.0,ULTIDRILL,1.5,49.0,12.0,4
4,06:00,Active pit,2213.0,ULTIDRILL,1.5,49.0,12.0,4
5,,,,,117.0,,,4
6,,,,,117.0,,,4
7,00:00,Active pit,2213.0,ULTIDRILL,1.5,46.0,14.0,5
8,06:00,Active pit,2213.0,ULTIDRILL,1.5,46.0,14.0,5
9,,,,,143.0,,,5
10,,,,,143.0,,,5
11,00:00,Active pit,2187.0,ULTIDRILL,1.5,50.0,14.0,6
12,06:00,Active pit,2187.0,ULTIDRILL,1.5,50.0,14.0,6
13,,,,,143.0,,,6
14,,,,,143.0,,,6
15,00:00,Flowline,2192.0,ULTIDRILL,1.5,51.0,15.5,7
16,06:00,Flowline,2192.0,ULTIDRILL,1.5,51.0,15.5,7
17,,,,,147.0,,,7
18,,,,,147.0,,,7
19,00:00,Flowline,2314.0,ULTIDRILL,1.5,38.0,13.0,8
20,06:00,Flowline,2314.0,ULTIDRILL,1.5,38.0,13.0,8
21,,,,,75.0,,,8
22,,,,,75.0,,,8
23,00:00,Flowline,2684.0,ULTIDRILL,1.5,41.0,12.5,9
24,06:00,Flowline,2684.0,ULTIDRILL,1.5,41.0,12.5,9
25,17:00,Flowline,2768.0,ULTIDRILL,1.5,41.0,12.5,9
26,,,,,64.0,,,9
27,,,,,64.0,,,9
28,,,,,65.0,,,9
29,13:45,Flowline,2783.0,ULTIDRILL,1.5,38.0,13.0,10
30,22:00,Flowline,2783.0,ULTIDRILL,1.5,39.0,13.5,10
31,,,,,70.0,,,10
32,,,,,72.0,,,10
33,22:00,Flowline,2783.0,ULTIDRILL,1.54,42.0,12.5,11
34,,,,,79.0,,,11
35,16:00,Flowline,2806.0,ULTIDRILL,1.54,43.0,12.5,12
36,22:00,Flowline,2912.0,ULTIDRILL,1.54,40.0,12.5,12
37,,,,,68.0,,,12
38,,,,,70.0,,,12
39,17:00,Flowline,3057.0,ULTIDRILL,1.54,40.0,12.5,13
40,,,,,70.0,,,13
41,16:30,Flowline,3316.0,ULTIDRILL,1.54,34.0,11.0,14
42,22:00,Flowline,3356.0,ULTIDRILL,1.55,34.0,10.5,14
43,,,,,56.0,,,14
44,,,,,54.0,,,14
45,11:45,Flowline,3437.0,ULTIDRILL,1.55,32.0,10.0,15
46,18:06,Flowline,3494.0,ULTIDRILL,1.55,31.0,10.5,15
47,22:00,Flowline,3532.0,ULTIDRILL,1.55,32.0,10.0,15
48,,,,,54.0,,,15
49,,,,,54.0,,,15
50,,,,,55.0,,,15
51,00:24,Flowline,3532.0,ULTIDRILL,1.55,32.0,10.0,16
52,08:00,Flowline,3586.0,ULTIDRILL,1.55,32.0,11.0,16
53,22:30,Flowline,3632.0,ULTIDRILL,1.55,32.0,11.0,16
54,,,,,55.0,,,16
55,,,,,54.0,,,16
56,,,,,58.0,,,16
57,14:00,Flowline,3653.0,ULTIDRILL,1.55,35.0,11.0,17
58,,,,,57.0,,,17
59,14:30,Flowline,3701.0,ULTIDRILL,1.58,37.0,13.5,18
60,21:45,Flowline,3736.0,ULTIDRILL,1.56,36.0,13.0,18
61,,,,,76.0,,,18
62,,,,,64.0,,,18
63,14:00,Flowline,3803.0,ULTIDRILL,1.55,36.0,12.0,19
64,,,,,68.0,,,19
65,13:00,Flowline,3837.0,ULTIDRILL,1.55,37.0,11.5,20
66,,,,,64.0,,,20
67,14:00,Flowline,3838.0,ULTIDRILL,1.55,37.0,11.5,21
68,22:45,Flowline,3845.0,ULTIDRILL,1.55,36.0,9.5,21
69,,,,,63.0,,,21
70,,,,,59.0,,,21
71,21:30,Flowline,3854.0,ULTIDRILL,1.55,37.0,9.5,22
72,,,,,60.0,,,22
73,22:30,Flowline,3893.0,ULTIDRILL,1.55,39.0,10.0,23
74,,,,,59.0,,,23
75,14:00,Flowline,3908.0,ULTIDRILL,1.55,36.0,12.0,24
76,23:00,Flowline,3936.0,ULTIDRILL,1.55,36.0,14.0,24
77,,,,,75.0,,,24
78,,,,,75.0,,,24
79,14:00,Flowline,3936.0,ULTIDRILL,1.55,40.0,10.0,25
80,23:00,Flowline,3962.0,ULTIDRILL,1.55,36.0,13.5,25
81,,,,,74.0,,,25
82,,,,,74.0,,,25
83,15:30,Flowline,3968.0,ULTIDRILL,1.55,42.0,9.0,26
84,21:00,Flowline,3990.0,ULTIDRILL,1.55,40.0,15.0,26
85,,,,,67.0,,,26
86,,,,,68.0,,,26
87,14:00,Flowline,3990.0,ULTIDRILL,1.55,42.0,10.0,27
88,23:00,Flowline,4017.0,ULTIDRILL,1.55,42.0,9.0,27
89,,,,,68.0,,,27
90,,,,,67.0,,,27
91,14:00,Flowline,4017.0,ULTIDRILL,1.55,40.0,10.0,28
92,,,,,62.0,,,28
93,14:00,Flowline,4017.0,ULTIDRILL,1.55,43.0,12.5,29
94,21:00,Flowline,4017.0,ULTIDRILL,1.55,35.0,25.0,29
95,,,,,69.0,,,29
96,,,,,63.0,,,29
97,13:00,Flowline,4131.0,ULTIDRILL,1.55,43.0,16.0,30
98,23:00,Active pit,4131.0,ULTIDRILL,1.55,36.0,22.0,30
99,,,,,70.0,,,30
100,,,,,70.0,,,30
101,23:00,Active pit,4131.0,ULTIDRILL,1.55,39.0,19.5,32
102,,,,,70.0,,,32
103,23:00,Active pit,4131.0,ULTIDRILL,1.55,39.0,19.0,33
104,,,,,71.0,,,33
105,23:59,Active pit,4131.0,ULTIDRILL,1.55,39.0,18.5,34
106,,,,,75.0,,,34
107,00:00,Active pit,4131.0,ULTIDRILL,1.55,49.0,18.0,36
108,06:00,Active pit,4131.0,ULTIDRILL,1.55,49.0,18.0,36
109,23:59,Active pit,4131.0,ULTIDRILL,1.55,43.0,16.0,36
110,,,,,76.0,,,36
111,,,,,76.0,,,36
112,,,,,70.0,,,36
113,23:59,Active pit,4131.0,ULTIDRILL,1.55,45.0,15.0,37
114,,,,,71.0,,,37
115,23:59,Active pit,4131.0,ULTIDRILL,1.56,52.0,14.5,38
116,,,,,75.0,,,38
117,23:59,Active pit,4131.0,ULTIDRILL,1.55,45.0,10.0,39
118,,,,,65.0,,,39
119,23:59,Active pit,4131.0,ULTIDRILL,1.55,45.0,11.0,40
120,,,,,65.0,,,40
121,23:59,Active pit,4131.0,ULTIDRILL,1.55,44.0,11.0,41
122,,,,,65.0,,,41
123,23:58,Active pit,4131.0,ULTIDRILL,1.55,45.0,11.0,42
124,,,,,65.0,,,42
125,10:00,Active pit,4131.0,INTERDRILL NT,1.55,50.0,17.5,78
126,,,,,,,6.0,78
127,,,,,,,2592.0,78
128,,,,,,,3993.0,78
129,23:30,Flowline,4131.0,INTERDRILL NT,1.47,40.0,12.0,79
130,,,,,85.0,,,79
131,17:00,Active pit,4131.0,INTERDRILL NT,1.47,52.0,14.0,80
132,18:00,Flowline,4131.0,INTERDRILL NT,1.47,52.0,14.0,80
133,,,,,85.0,,,80
134,,,,,85.0,,,80
135,,,,,,,7.0,80
136,,,,,,,2600.0,80
137,,,,,,,3500.0,80
138,18:00,Flowline,4131.0,INTERDRILL NT,1.47,52.0,14.0,81
139,,,,,85.0,,,81
140,18:00,Flowline,4131.0,ULTIDRILL,1.47,52.0,14.0,82
141,,,,,85.0,,,82
142,20:00,Flowline,4131.0,ULTIDRILL,1.47,52.0,14.0,83
143,,,,,85.0,,,83
144,18:00,Flowline,4131.0,ULTIDRILL,1.47,52.0,14.0,84
145,,,,,85.0,,,84
146,20:00,Flowline,4131.0,ULTIDRILL,1.47,48.0,17.0,85
147,,,,,85.0,,,85
148,23:59,Flowline,4131.0,ULTIDRILL,1.48,46.0,13.0,86
149,23:59,Flowline,4131.0,ULTIDRILL,1.48,46.0,13.0,87
150,23:59,Flowline,4131.0,ULTIDRILL,1.48,46.0,13.0,88
151,23:59,Flowline,4131.0,ULTIDRILL,1.48,44.0,14.0,89
152,23:59,Flowline,4131.0,ULTIDRILL,1.48,45.0,13.5,90
153,23:59,Flowline,4131.0,ULTIDRILL,1.48,45.0,13.0,91
154,23:59,Flowline,4131.0,ULTIDRILL,1.48,46.0,13.0,92
155,23:59,Flowline,4131.0,ULTIDRILL,1.47,56.0,13.5,93
156,23:59,Flowline,4131.0,ULTIDRILL,1.47,56.0,13.0,94
157,23:59,Active pit,4131.0,ULTIDRILL,1.47,56.0,13.5,95
158,21:57,Active pit,4131.0,ULTIDRILL,1.47,55.0,14.0,96
159,23:59,Active pit,4131.0,ULTIDRILL,1.47,56.0,13.5,97
160,23:59,Active pit,4131.0,ULTIDRILL,1.47,55.0,14.0,98
161,23:59,Active pit,4131.0,ULTIDRILL,1.47,56.0,13.5,99
162,23:59,Active pit,4131.0,ULTIDRILL,1.47,56.0,13.5,100
163,23:59,Active pit,4131.0,ULTIDRILL,1.47,56.0,13.5,101
164,23:59,Active pit,4131.0,ULTIDRILL,1.49,56.0,13.5,102
165,23:59,Active pit,4131.0,ULTIDRILL,1.47,56.0,13.5,103
166,23:59,Active pit,4131.0,ULTIDRILL,1.47,56.0,13.5,104
167,23:59,Active pit,3818.0,ULTIDRILL,1.47,56.0,13.5,105
168,23:59,Active pit,3765.0,ULTIDRILL,1.55,56.0,13.5,106
169,23:59,Active pit,3765.0,ULTIDRILL,1.55,56.0,13.5,107
170,23:59,Active pit,3765.0,ULTIDRILL,1.55,55.0,14.5,108
171,,,,,130.0,,,108
172,00:00,Active pit,3765.0,ULTIDRILL,1.55,55.0,14.5,109
173,06:00,Active pit,3765.0,ULTIDRILL,1.55,55.0,14.5,109
174,,,,,130.0,,,109
175,,,,,130.0,,,109
176,00:00,Active pit,2205.0,ULTIDRILL,1.55,47.0,13.5,110
177,06:00,Active pit,2205.0,ULTIDRILL,1.55,47.0,13.5,110
178,21:00,Active pit,2205.0,ULTIDRILL,1.55,46.0,14.0,110
179,,,,,95.0,,,110
180,,,,,95.0,,,110
181,,,,,100.0,,,110
182,04:00,Active pit,2205.0,QUADRILL,1.55,46.0,14.0,112
183,,,,,100.0,,,112
184,00:00,Active pit,2243.0,QUADRILL,1.56,43.0,10.0,113
185,06:00,Active pit,2243.0,QUADRILL,1.56,43.0,10.0,113
186,,,,,85.0,,,113
187,,,,,85.0,,,113
188,00:00,Active pit,2354.0,QUADRILL,1.55,46.0,15.0,114
189,06:00,Active pit,2354.0,QUADRILL,1.55,46.0,15.0,114
190,,,,,87.0,,,114
191,,,,,87.0,,,114
192,00:00,Active pit,2744.0,ULTIDRILL,1.55,41.0,17.5,115
193,06:00,Active pit,2744.0,ULTIDRILL,1.55,41.0,17.5,115
194,,,,,70.0,,,115
195,,,,,70.0,,,115
196,00:00,Active pit,2817.0,ULTIDRILL,1.55,42.0,16.5,116
197,06:00,Active pit,2817.0,ULTIDRILL,1.55,42.0,16.5,116
198,,,,,81.0,,,116
199,,,,,81.0,,,116
200,00:00,Active pit,3039.0,ULTIDRILL,1.55,39.0,16.5,117
201,06:00,Active pit,3039.0,ULTIDRILL,1.55,39.0,16.5,117
202,,,,,67.0,,,117
203,,,,,67.0,,,117
204,00:00,Active pit,3039.0,ULTIDRILL,1.57,38.0,16.5,118
205,06:00,Active pit,3039.0,ULTIDRILL,1.57,38.0,16.5,118
206,,,,,109.0,,,118
207,,,,,109.0,,,118
208,00:00,Active pit,3039.0,ULTIDRILL,1.57,38.0,16.5,119
209,06:00,Active pit,3039.0,ULTIDRILL,1.57,38.0,16.5,119
210,,,,,109.0,,,119
211,,,,,109.0,,,119
212,00:00,Active pit,3054.0,ULTIDRILL,1.53,35.0,10.5,120
213,06:00,Active pit,3054.0,ULTIDRILL,1.53,35.0,10.5,120
214,,,,,61.0,,,120
215,,,,,61.0,,,120
216,00:00,Active pit,3054.0,ULTIDRILL,1.53,37.0,9.5,121
217,06:00,Active pit,3054.0,ULTIDRILL,1.53,37.0,9.5,121
218,,,,,61.0,,,121
219,,,,,61.0,,,121
220,00:00,Active pit,3054.0,ULTIDRILL,1.53,37.0,9.5,122
221,06:00,Active pit,3054.0,ULTIDRILL,1.53,37.0,9.5,122
222,23:59,Active pit,3054.0,ULTIDRILL,1.53,36.0,10.0,122
223,,,,,112.0,,,122
224,,,,,112.0,,,122
225,,,,,111.0,,,122
226,23:59,,3054.0,ULTIDRILL,1.53,36.0,10.0,124
227,,,,,112.0,,,124
228,23:59,,3054.0,ULTIDRILL,1.51,42.0,13.0,125
229,,,,,102.0,,,125
230,23:50,,3054.0,ULTIDRILL,1.49,22.0,10.5,126
231,,,,,78.0,,,126
232,23:59,,3054.0,ULTIDRILL,1.49,22.0,11.0,127
233,,,,,78.0,,,127
234,08:00,,3054.0,ULTIDRILL,1.49,22.0,10.5,128
235,15:00,,3054.0,ULTIDRILL,1.49,33.0,9.5,128
236,23:59,,3125.0,ULTIDRILL,1.49,35.0,9.5,128
237,,,,,78.0,,,128
238,,,,,65.0,,,128
239,,,,,78.0,,,128
240,06:43,,3219.0,ULTIDRILL,1.49,34.0,11.5,129
241,21:00,,3125.0,ULTIDRILL,1.49,35.0,9.5,129
242,,,,,65.0,,,129
243,,,,,78.0,,,129
244,20:00,,3272.0,ULTIDRILL,1.49,34.0,11.5,130
245,,,,,77.0,,,130
246,20:00,,3272.0,ULTIDRILL,1.49,35.0,11.0,131
247,,,,,78.0,,,131
248,17:52,,3272.0,ULTIDRILL,1.52,34.0,11.5,132
249,21:00,,3272.0,ULTIDRILL,1.52,34.0,10.5,132
250,,,,,79.0,,,132
251,,,,,73.0,,,132
252,10:00,,3272.0,ULTIDRILL,1.53,33.0,11.5,133
253,20:00,,3272.0,ULTIDRILL,1.53,33.0,11.5,133
254,,,,,74.0,,,133
255,,,,,73.0,,,133
256,16:00,,3272.0,ULTIDRILL,1.53,33.0,11.5,134
257,22:30,,2835.0,ULTIDRILL,1.52,30.0,10.5,134
258,,,,,73.0,,,134
259,,,,,68.0,,,134
260,10:00,Flowline,3272.0,ULTIDRILL,1.52,30.0,10.5,135
261,23:00,Flowline,3272.0,ULTIDRILL,1.52,30.0,10.5,135
262,,,,,69.0,,,135
263,,,,,68.0,,,135
264,20:00,Active pit,3272.0,ULTIDRILL,1.52,30.0,10.0,136
265,,,,,69.0,,,136
266,15:00,Flowline,2948.0,ULTIDRILL,1.52,34.0,10.5,137
267,22:30,Active pit,3004.0,ULTIDRILL,1.52,36.0,11.5,137
268,,,,,71.0,,,137
269,,,,,71.0,,,137
270,22:30,Active pit,3004.0,ULTIDRILL,1.52,36.0,11.5,138
271,,,,,71.0,,,138
272,15:00,Active pit,3151.0,ULTIDRILL,1.52,40.0,12.0,139
273,,,,,75.0,,,139
274,05:30,Flowline,3047.0,ULTIDRILL,1.52,40.0,12.0,140
275,21:45,Active pit,3220.0,ULTIDRILL,1.52,44.0,12.0,140
276,,,,,75.0,,,140
277,,,,,79.0,,,140
278,08:00,Flowline,3220.0,ULTIDRILL,1.52,42.0,12.5,141
279,20:00,Active pit,3220.0,ULTIDRILL,1.52,43.0,14.0,141
280,,,,,81.0,,,141
281,,,,,84.0,,,141
282,20:00,Active pit,3220.0,ULTIDRILL,1.52,43.0,14.5,142
283,,,,,86.0,,,142
284,23:00,Active pit,3220.0,ULTIDRILL,1.52,38.0,11.5,143
285,,,,,77.0,,,143
286,00:00,Active pit,3220.0,ULTIDRILL,1.52,40.0,11.0,145
287,06:00,Active pit,3220.0,ULTIDRILL,1.52,40.0,11.0,145
288,,,,,75.0,,,145
289,,,,,75.0,,,145
290,00:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.0,146
291,06:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.0,146
292,,,,,77.0,,,146
293,,,,,77.0,,,146
294,00:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.5,147
295,06:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.5,147
296,,,,,77.0,,,147
297,,,,,77.0,,,147
298,00:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.0,148
299,06:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.0,148
300,,,,,76.0,,,148
301,,,,,76.0,,,148
302,00:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.0,149
303,06:00,Active pit,3220.0,ULTIDRILL,1.52,39.0,11.0,149
304,,,,,76.0,,,149
305,,,,,76.0,,,149
306,00:00,Active pit,3220.0,ULTIDRILL,1.4,39.0,11.0,150
307,06:00,Active pit,3220.0,ULTIDRILL,1.4,39.0,11.0,150
308,,,,,63.0,,,150
309,,,,,63.0,,,150
310,00:00,Active pit,3220.0,ULTIDRILL,1.4,26.0,9.0,151
311,06:00,Active pit,3220.0,ULTIDRILL,1.4,26.0,9.0,151
312,,,,,70.0,,,151
313,,,,,70.0,,,151
314,00:00,Active pit,3321.0,ULTIDRILL,1.4,29.0,8.0,152
315,06:00,Active pit,3321.0,ULTIDRILL,1.4,29.0,8.0,152
316,,,,,67.0,,,152
317,,,,,67.0,,,152
318,00:00,Active pit,3360.0,ULTIDRILL,1.4,29.0,12.0,153
319,06:00,Active pit,3360.0,ULTIDRILL,1.4,29.0,12.0,153
320,,,,,67.0,,,153
321,,,,,67.0,,,153
322,00:00,Active pit,3405.0,ULTIDRILL,1.4,31.0,12.5,154
323,06:00,Active pit,3405.0,ULTIDRILL,1.4,31.0,12.5,154
324,,,,,63.0,,,154
325,,,,,63.0,,,154
326,00:00,Active pit,3432.0,ULTIDRILL,1.4,31.0,12.5,155
327,06:00,Active pit,3432.0,ULTIDRILL,1.4,31.0,12.5,155
328,,,,,68.0,,,155
329,,,,,68.0,,,155
330,00:00,Active pit,3511.0,ULTIDRILL,1.4,29.0,12.0,156
331,06:00,Active pit,3511.0,ULTIDRILL,1.4,29.0,12.0,156
332,,,,,60.0,,,156
333,,,,,60.0,,,156
334,00:00,Active pit,3575.0,ULTIDRILL,1.4,30.0,11.0,157
335,06:00,Active pit,3575.0,ULTIDRILL,1.4,30.0,11.0,157
336,,,,,60.0,,,157
337,,,,,60.0,,,157
338,00:00,Active pit,3603.8,ULTIDRILL,1.4,30.0,13.0,158
339,06:00,Active pit,3603.8,ULTIDRILL,1.4,30.0,13.0,158
340,,,,,71.0,,,158
341,,,,,71.0,,,158
342,00:00,Active pit,3656.6,ULTIDRILL,1.4,26.0,11.0,159
343,06:00,Active pit,3656.6,ULTIDRILL,1.4,26.0,11.0,159
344,,,,,71.0,,,159
345,,,,,71.0,,,159
346,00:00,Active pit,3690.0,ULTIDRILL,1.4,26.0,11.0,160
347,06:00,Active pit,3690.0,ULTIDRILL,1.4,26.0,11.0,160
348,,,,,64.0,,,160
349,,,,,64.0,,,160
350,00:00,Active pit,3690.0,ULTIDRILL,1.4,26.0,11.0,161
351,06:00,Active pit,3690.0,ULTIDRILL,1.4,26.0,11.0,161
352,,,,,64.0,,,161
353,,,,,64.0,,,161
354,00:00,Active pit,3717.0,ULTIDRILL,1.4,23.0,10.0,162
355,06:00,Active pit,3717.0,ULTIDRILL,1.4,23.0,10.0,162
356,,,,,62.0,,,162
357,,,,,62.0,,,162
358,00:00,Active pit,3840.0,ULTIDRILL,1.4,23.0,11.0,163
359,06:00,Active pit,3840.0,ULTIDRILL,1.4,23.0,11.0,163
360,,,,,54.0,,,163
361,,,,,54.0,,,163
362,00:00,Active pit,4031.0,ULTIDRILL,1.4,29.0,10.5,164
363,06:00,Active pit,4031.0,ULTIDRILL,1.4,29.0,10.5,164
364,,,,,54.0,,,164
365,,,,,54.0,,,164
366,00:00,Active pit,4031.0,ULTIDRILL,1.4,29.0,13.5,165
367,06:00,Active pit,4031.0,ULTIDRILL,1.4,29.0,13.5,165
368,,,,,56.0,,,165
369,,,,,56.0,,,165
370,00:00,Active pit,4031.0,ULTIDRILL,1.4,29.0,13.5,166
371,06:00,Active pit,4031.0,ULTIDRILL,1.4,29.0,13.5,166
372,,,,,56.0,,,166
373,,,,,56.0,,,166
374,00:00,Active pit,4031.0,ULTIDRILL,1.4,27.0,11.0,167
375,06:00,Active pit,4031.0,ULTIDRILL,1.4,27.0,11.0,167
376,,,,,54.0,,,167
377,,,,,54.0,,,167
378,00:00,Active pit,4031.0,ULTIDRILL,1.4,31.0,12.5,168
379,06:00,Active pit,4031.0,ULTIDRILL,1.4,31.0,12.5,168
380,,,,,57.0,,,168
381,,,,,57.0,,,168
382,00:00,Active pit,4045.0,ULTIDRILL,1.4,27.0,11.5,169
383,06:00,Active pit,4045.0,ULTIDRILL,1.4,27.0,11.5,169
384,,,,,54.0,,,169
385,,,,,54.0,,,169
386,00:00,Active pit,4054.0,ULTIDRILL,1.4,26.0,11.0,170
387,06:00,Active pit,4054.0,ULTIDRILL,1.4,26.0,11.0,170
388,,,,,52.0,,,170
389,,,,,52.0,,,170
390,00:00,Active pit,4084.0,ULTIDRILL,1.4,26.0,11.0,171
391,06:00,Active pit,4084.0,ULTIDRILL,1.4,26.0,11.0,171
392,,,,,54.0,,,171
393,,,,,54.0,,,171
394,00:00,Active pit,4090.0,ULTIDRILL,1.4,24.0,11.0,172
395,06:00,Active pit,4090.0,ULTIDRILL,1.4,24.0,11.0,172
396,,,,,52.0,,,172
397,,,,,52.0,,,172
398,00:00,Active pit,4038.0,ULTIDRILL,1.4,26.0,10.5,173
399,06:00,Active pit,4038.0,ULTIDRILL,1.4,26.0,10.5,173
400,,,,,52.0,,,173
401,,,,,52.0,,,173
402,00:00,Active pit,4206.0,ULTIDRILL,1.4,26.0,10.5,174
403,06:00,Active pit,4206.0,ULTIDRILL,1.4,26.0,10.5,174
404,,,,,53.0,,,174
405,,,,,53.0,,,174
406,00:00,Active pit,4250.0,ULTIDRILL,1.4,25.0,10.5,175
407,06:00,Active pit,4250.0,ULTIDRILL,1.4,25.0,10.5,175
408,,,,,57.0,,,175
409,,,,,57.0,,,175
410,00:00,Active pit,4250.0,ULTIDRILL,1.4,25.0,11.0,176
411,06:00,Active pit,4250.0,ULTIDRILL,1.4,25.0,11.0,176
412,,,,,57.0,,,176
413,,,,,57.0,,,176
414,00:00,Active pit,4250.0,ULTIDRILL,1.4,24.0,10.5,177
415,06:00,Active pit,4250.0,ULTIDRILL,1.4,24.0,10.5,177
416,,,,,51.0,,,177
417,,,,,51.0,,,177
418,00:00,Active pit,4250.0,ULTIDRILL,1.4,24.0,10.5,178
419,06:00,Active pit,4250.0,ULTIDRILL,1.4,24.0,10.5,178
420,,,,,55.0,,,178
421,,,,,55.0,,,178
422,00:00,Active pit,4250.0,ULTIDRILL,1.4,24.0,10.5,179
423,06:00,Active pit,4250.0,ULTIDRILL,1.4,24.0,10.5,179
424,,,,,56.0,,,179
425,,,,,56.0,,,179
426,00:00,Active pit,3360.0,ULTIDRILL,1.4,24.0,11.0,180
427,06:00,Active pit,3360.0,ULTIDRILL,1.4,24.0,11.0,180
428,,,,,55.0,,,180
429,,,,,55.0,,,180
430,00:00,Active pit,3360.0,ULTIDRILL,1.4,24.0,10.5,181
431,06:00,Active pit,3360.0,ULTIDRILL,1.4,24.0,10.5,181
432,,,,,58.0,,,181
433,,,,,58.0,,,181
434,00:00,Active pit,3360.0,ULTIDRILL,1.4,24.0,11.0,182
435,06:00,Active pit,3360.0,ULTIDRILL,1.4,24.0,11.0,182
436,,,,,58.0,,,182
437,,,,,58.0,,,182
438,00:00,Active pit,3360.0,ULTIDRILL,1.4,27.0,11.0,183
439,06:00,Active pit,3360.0,ULTIDRILL,1.4,27.0,11.0,183
440,,,,,59.0,,,183
441,,,,,59.0,,,183
442,00:00,Active pit,3360.0,ULTIDRILL,1.4,27.0,11.0,184
443,06:00,Active pit,3360.0,ULTIDRILL,1.4,27.0,11.0,184
444,,,,,59.0,,,184
445,,,,,59.0,,,184
446,00:00,Active pit,3360.0,ULTIDRILL,1.4,27.0,11.0,185
447,06:00,Active pit,3360.0,ULTIDRILL,1.4,27.0,11.0,185
448,,,,,59.0,,,185
449,,,,,59.0,,,185
450,00:00,Active pit,3360.0,ULTIDRILL,1.4,22.0,10.0,186
451,06:00,Active pit,3360.0,ULTIDRILL,1.4,22.0,10.0,186
452,,,,,59.0,,,186
453,,,,,59.0,,,186
454,00:00,Active pit,4250.0,ULTIDRILL,1.4,22.0,11.0,187
455,06:00,Active pit,4250.0,ULTIDRILL,1.4,22.0,11.0,187
456,,,,,54.0,,,187
457,,,,,54.0,,,187
458,00:00,Active pit,4250.0,ULTIDRILL,1.4,22.0,11.0,188
459,06:00,Active pit,4250.0,ULTIDRILL,1.4,22.0,11.0,188
460,,,,,54.0,,,188
461,,,,,54.0,,,188
462,00:00,Active pit,3140.0,BENT./POLYMER,1.4,10.0,12.5,189
463,06:00,Active pit,3140.0,BENT./POLYMER,1.4,10.0,12.5,189
464,,,,,63.0,,,189
465,,,,,63.0,,,189
466,00:00,Active pit,3140.0,BENT./POLYMER,1.4,10.0,12.5,190
467,06:00,Active pit,3140.0,BENT./POLYMER,1.4,10.0,12.5,190
468,17:00,Flowline,3140.0,BENT./POLYMER,1.4,10.0,12.5,190
469,,,,,56.0,,,190
470,,,,,56.0,,,190
471,,,,,56.0,,,190
472,00:01,,,SEAWATER/BENT.,1.0,,,208
473,22:00,,,SEAWATER/BENT.,1.06,,,208
474,,,,,100.0,,,208
475,00:00,,,SEAWATER/BENT.,1.06,,,210
476,06:00,,,SEAWATER/BENT.,1.06,,,210
477,,,,,100.0,,,210
478,,,,,100.0,,,210
479,00:00,Active pit,,SEAWATER/BENT.,1.06,,,211
480,06:00,Active pit,,SEAWATER/BENT.,1.06,,,211
481,,,,,100.0,,,211
482,,,,,100.0,,,211
483,00:00,Active pit,,SEAWATER/BENT.,1.06,,,212
484,06:00,Active pit,,SEAWATER/BENT.,1.06,,,212
485,,,,,100.0,,,212
486,,,,,100.0,,,212
487,,,,,,,30.0,212
488,,,,,,,310.0,212
489,,,,,,,-2.0,212
490,,,,,,,62.0,212
491,,,,,,,104.0,212
492,,,,,,,166.0,212
493,00:00,Active pit,,SEAWATER/BENT.,1.06,,,213
494,06:00,Active pit,,SEAWATER/BENT.,1.06,,,213
495,,,,,100.0,,,213
496,,,,,100.0,,,213
497,00:00,Active pit,,SEAWATER/BENT.,1.06,,,214
498,06:00,Active pit,,SEAWATER/BENT.,1.06,,,214
499,,,,,100.0,,,214
500,,,,,100.0,,,214
501,00:00,Active pit,,SEAWATER/BENT.,1.06,,,215
502,06:00,Active pit,,SEAWATER/BENT.,1.06,,,215
503,,,,,100.0,,,215
504,,,,,100.0,,,215
505,00:00,Active pit,,SEAWATER/BENT.,1.06,,,216
506,06:00,Active pit,,SEAWATER/BENT.,1.06,,,216
507,,,,,100.0,,,216
508,,,,,100.0,,,216
509,,,,,,,20.0,216
510,,,,,,,133.0,216
511,,,,,,,-55.0,216
512,,,,,,,-4.0,216
513,,,,,,,428.0,216
514,,,,,,,103.0,216
515,,,,,,,531.0,216
516,08:15,Active pit,,KCL/PAC/PHPA,1.2,30.0,13.5,218
517,,,,,118.0,,,218
518,23:00,Active pit,,KCL/PAC/PHPA,1.2,30.0,13.5,219
519,,,,,106.0,,,219
520,23:00,Active pit,,KCL/PAC/PHPA,1.2,27.0,15.0,220
521,,,,,105.0,,,220
522,22:00,Active pit,,KCL/PAC/PHPA,1.2,27.0,15.0,221
523,,,,,105.0,,,221
524,23:00,Flowline,610.0,KCL/PAC/PHPA,1.2,19.0,8.0,222
525,,,,,67.0,,,222
526,10:00,Flowline,780.0,KCL/PAC/PHPA,1.2,22.0,11.5,223
527,22:00,Active pit,1016.0,KCL/PAC/PHPA,1.21,24.0,11.0,223
528,,,,,76.0,,,223
529,,,,,67.0,,,223
