fluid_row_id,sample_time,sample_point,sample_depth_mmd,fluid_type,fluid_density_g_cm3,plastic_viscosity_mpa_s,yield_point_pa,report_id
2766,16:00,Flowline,1385.0,OBM-Standard,1.43,30.0,10.5,989
2767,23:00,Flowline,1457.0,OBM-Standard,1.43,29.0,11.5,989
2768,,,,,,,120.0,989
2769,,,,,,,120.0,989
2770,,,,,,,120.0,989
2771,05:00,Flowline,1518.0,OBM-Standard,1.43,31.0,14.5,990
2772,10:00,Flowline,1590.0,OBM-Standard,1.43,31.0,12.0,990
2773,16:30,Flowline,1645.0,OBM-Standard,1.43,34.0,13.5,990
2774,21:30,Flowline,1721.0,OBM-Standard,1.43,31.0,12.5,990
2775,,,,,,,120.0,990
2776,,,,,,,120.0,990
2777,,,,,,,120.0,990
2778,,,,,,,120.0,990
2779,04:30,Flowline,1805.0,OBM-Standard,1.43,33.0,14.0,991
2780,11:00,Flowline,1841.0,OBM-Standard,1.43,34.0,14.5,991
2781,16:00,Flowline,1956.0,OBM-Standard,1.43,34.0,15.0,991
2782,22:30,Flowline,2021.0,OBM-Standard,1.43,32.0,14.0,991
2783,,,,,,,120.0,991
2784,,,,,,,120.0,991
2785,,,,,,,120.0,991
2786,,,,,,,120.0,991
2787,03:30,Flowline,2095.0,OBM-Standard,1.43,32.0,13.0,992
2788,10:30,Flowline,2208.0,OBM-Standard,1.44,32.0,14.0,992
2789,16:00,Flowline,2284.0,OBM-Standard,1.43,31.0,14.0,992
2790,22:00,Flowline,2369.0,OBM-Standard,1.43,32.0,13.5,992
2791,,,,,,,120.0,992
2792,,,,,,,120.0,992
2793,,,,,,,120.0,992
2794,,,,,,,120.0,992
2795,03:30,Flowline,2445.0,OBM-Standard,1.43,33.0,13.0,993
2796,11:30,Flowline,2548.0,OBM-Standard,1.43,32.0,12.0,993
2797,15:30,Flowline,2583.0,OBM-Standard,1.43,30.0,12.0,993
2798,20:00,Flowline,2591.0,OBM-Standard,1.43,29.0,11.0,993
2799,,,,,,,120.0,993
2800,,,,,,,120.0,993
2801,,,,,,,120.0,993
2802,,,,,,,120.0,993
2803,14:00,Active pit,2591.0,OBM-Standard,,28.0,11.0,994
2804,20:00,Active pit,2591.0,OBM-Standard,,29.0,10.0,994
2805,,,,,,,120.0,994
2806,,,,,,,120.0,994
2807,10:00,Active pit,2591.0,OBM-Standard,,29.0,10.0,995
2808,22:00,Active pit,2591.0,OBM-Standard,,29.0,10.0,995
2809,,,,,,,120.0,995
2810,,,,,,,120.0,995
2811,15:00,Active pit,2591.0,OBM-Standard,1.43,29.0,9.5,996
2812,22:30,Active pit,2591.0,OBM-Standard,1.43,29.0,10.0,996
2813,,,,,,,120.0,996
2814,,,,,,,120.0,996
2815,11:00,Active pit,2591.0,OBM-Standard,1.43,28.0,10.5,997
2816,22:30,Active pit,2591.0,OBM-Standard,1.43,28.0,10.0,997
2817,,,,,,,120.0,997
2818,,,,,,,120.0,997
2819,08:00,Active pit,2591.0,OBM-Standard,1.43,29.0,10.5,998
2820,22:30,Active pit,2591.0,OBM-Standard,1.43,29.0,10.0,998
2821,,,,,,,120.0,998
2822,,,,,,,120.0,998
2823,11:00,Active pit,2591.0,OBM-Standard,1.43,28.0,10.5,999
2824,22:30,Active pit,2591.0,OBM-Standard,1.43,28.0,10.0,999
2825,,,,,,,120.0,999
2826,,,,,,,120.0,999
2827,11:00,Active pit,2591.0,OBM-Standard,1.25,17.0,5.5,1000
2828,22:30,Active pit,2591.0,OBM-Standard,1.43,29.0,10.0,1000
2829,,,,,,,120.0,1000
2830,,,,,,,120.0,1000
